Experiment Id
Time and Date
FrameId	Timestamp	HeadX	HeadY	HeadZ	ShoulderCenterX	ShoulderCenterY	ShoulderCenterZ	SpineX	SpineY	SpineZ	HipCenterX	HipCenterY	HipCenterZ	ShoulderLeftX	ShoulderLeftY	ShoulderLeftZ	ElbowLeftX	ElbowLeftY	ElbowLeftZ	WristLeftX	WristLeftY	WristLeftZ	HandLeftX	HandLeftY	HandLeftZ	ShoulderRightX	ShoulderRightY	ShoulderRightZ	ElbowRightX	ElbowRightY	ElbowRightZ	WristRightX	WristRightY	WristRightZ	HandRightX	HandRightY	HandRightZ	HipLeftX	HipLeftY	HipLeftZ	KneeLeftX	KneeLeftY	KneeLeftZ	AnkleLeftX	AnkleLeftY	AnkleLeftZ	FootLeftX	FootLeftY	FootLeftZ	HipRightX	HipRightY	HipRightZ	KneeRightX	KneeRightY	KneeRightZ	AnkleRightX	AnkleRightY	AnkleRightZ	FootRightX	FootRightY	FootRightZ	AngleWristElbowShoulderRight	AngleShoulderElbowRightToBody	AngleShoulderElbowRightToY	AngleElbowWristRightToY	LinearWristRight5IncFrames	LinearWristRight10IncFrames	LinearWristRight20IncFrames	LinearWristRight5GapFrames	LinearWristRight10GapFrames	LinearWristRight20GapFrames	LinearElbowRight5IncFrames	LinearElbowRight10IncFrames	LinearElbowRight20IncFrames	LinearElbowRight5GapFrames	LinearElbowRight10GapFrames	LinearElbowRight20GapFrames	Marker
220	7295	-0.04488536	0.3834968	1.182505	-0.05518902	0.2172022	1.22253	-0.06228753	-0.0844234	1.218988	-0.05945487	-0.1350851	1.168884	-0.2215039	0.1232696	1.220587	-0.3391168	-0.08016062	1.245871	-0.3103286	-0.2592269	1.188787	-0.2984768	-0.3218145	1.164864	0.1106068	0.1177718	1.246798	0.2520229	-0.07550252	1.28574	0.4294311	-0.07703629	1.215004	0.5177331	-0.06636748	1.191259	-0.1333366	-0.2069228	1.1542	-0.3575619	-0.5272301	1.195078	-0.5346889	-0.7802571	1.213302	-0.5641692	-0.8165785	1.136984	0.01258302	-0.209908	1.155932	0.1415461	-0.5740453	1.224199	0.2434206	-0.861696	1.264059	0.2719826	-0.9067963	1.192205	119.23112165838651	39.15757275224762	37.19561834668009	89.53988914003601	0.013391732169324691	0.010269290598232981	0.025664163940004175	0.01277102656010014	0.006129436281493648	0.01767548154461075	0.011589442684913038	0.01140927648601367	0.01920549065677144	0.009268355636438646	0.006049122442874284	0.0129865854724971	false
221	7331	-0.04480404	0.3835926	1.18243	-0.05518721	0.2172722	1.222511	-0.06232157	-0.08439943	1.218951	-0.05949752	-0.1350663	1.168844	-0.2215447	0.1233	1.220549	-0.3391246	-0.08021698	1.24585	-0.3102923	-0.2593249	1.188765	-0.2984545	-0.3219404	1.164827	0.1106421	0.1177	1.246742	0.2519712	-0.07556855	1.285161	0.4292536	-0.07706603	1.213897	0.5175055	-0.0663548	1.189837	-0.1334167	-0.2069193	1.154156	-0.2652539	-0.5786018	1.155809	-0.3693934	-0.8721974	1.143047	-0.3809835	-0.9086633	1.06211	0.01254855	-0.2099124	1.15589	0.1415346	-0.5740925	1.224213	0.2434218	-0.8617619	1.264114	0.2719917	-0.9068775	1.192259	119.20283640643221	39.12514322088585	37.15467060399877	89.55096200741515	0.020216360846195724	0.012441402201192893	0.02437305315148025	0.01978850674466436	0.009394931814843036	0.013499839319341046	0.01351645329339917	0.010346099226585538	0.01941823262318093	0.010439289047510708	0.008336774229613726	0.011813453466217287	false
222	7363	-0.04480689	0.3837822	1.182364	-0.05515458	0.2173394	1.222453	-0.06234801	-0.08438726	1.21891	-0.05953781	-0.1350659	1.168802	-0.2215711	0.1233189	1.220525	-0.3391567	-0.08026475	1.24587	-0.3102097	-0.2594001	1.188777	-0.2984357	-0.3220468	1.164809	0.1106196	0.1176546	1.246691	0.25172	-0.07528739	1.284335	0.4286385	-0.07692909	1.211856	0.5167965	-0.06613089	1.187348	-0.1334828	-0.2069131	1.15412	-0.3171351	-0.5542731	1.179196	-0.4621962	-0.8286418	1.184934	-0.4834031	-0.8662034	1.106473	0.01249588	-0.209935	1.155845	0.1980662	-0.5348926	1.269261	0.3446423	-0.7915663	1.344777	0.3879422	-0.8387959	1.282237	119.17263564278713	39.090027996796124	37.12166321756829	89.50802605989375	0.03372659951866125	0.01898665056131358	0.024848374601398684	0.03318968632866772	0.016651364178215493	0.008389210136853068	0.017071905303786453	0.013164501094734939	0.018908121016516705	0.01366265725354122	0.010336715963818898	0.008749659726384843	false
223	7395	-0.04483129	0.3838809	1.182345	-0.05520838	0.2173791	1.222403	-0.06235581	-0.08434254	1.218876	-0.05953854	-0.1350218	1.168773	-0.2215889	0.1233277	1.22051	-0.3391366	-0.08025599	1.245869	-0.3102412	-0.2594605	1.188828	-0.2984774	-0.3221251	1.164821	0.110623	0.1176644	1.246671	0.2516773	-0.07532649	1.283641	0.4279696	-0.07665898	1.209216	0.515892	-0.06566321	1.18382	-0.1334813	-0.2068887	1.154089	-0.3186269	-0.5533754	1.180507	-0.4648599	-0.82704	1.187304	-0.4864397	-0.8647361	1.108996	0.0125093	-0.2099058	1.155836	0.1428681	-0.5733072	1.226021	0.245829	-0.8603315	1.267387	0.2747785	-0.9057185	1.195828	118.9032552631016	39.03535358492371	37.07371055856867	89.60103763340013	0.05066195386954211	0.02790417011361068	0.02724574464008512	0.05021236657302647	0.025767190898612725	0.006347678040990889	0.021033272543275267	0.014840916141390059	0.01870613725101358	0.01998077073479233	0.012104872610509326	0.007022662707257711	false
224	7431	-0.04487652	0.3838873	1.182335	-0.0551962	0.2174083	1.222398	-0.06234983	-0.08433216	1.218862	-0.05953994	-0.1350129	1.168759	-0.221585	0.1233601	1.220507	-0.3391468	-0.08028798	1.24588	-0.310201	-0.2595337	1.188847	-0.2984799	-0.3222258	1.164808	0.1106195	0.1177655	1.246632	0.2512839	-0.0752949	1.28259	0.426906	-0.07633123	1.206167	0.5143986	-0.06514872	1.179269	-0.133483	-0.2068794	1.154074	-0.3197079	-0.5527045	1.181811	-0.4667857	-0.8258322	1.189647	-0.488686	-0.8636874	1.111493	0.01250598	-0.2098998	1.155823	0.1429619	-0.5733083	1.226102	0.2459941	-0.8603232	1.267538	0.2749577	-0.9057305	1.195983	118.61170736469073	38.895464840557935	36.94434508672981	89.68998657002642	0.06794236779576228	0.037557033058794764	0.030159309913801533	0.0677771322243121	0.03591999963567683	0.010158866451409093	0.02435361528903936	0.01735271615352385	0.01893703986025676	0.023839554187942105	0.014808840639487678	0.005629172725496706	false
225	7463	-0.04495126	0.3838293	1.182383	-0.0551924	0.2174033	1.2224	-0.06235202	-0.08431774	1.218846	-0.05954984	-0.1349836	1.168738	-0.221612	0.123369	1.220515	-0.3391295	-0.08023361	1.245909	-0.3101731	-0.2595227	1.188869	-0.2984051	-0.3222229	1.164799	0.1106459	0.1178083	1.246623	0.2508324	-0.07531767	1.281585	0.4249665	-0.07564098	1.201112	0.5122777	-0.06453513	1.173481	-0.1334988	-0.20687	1.154056	-0.3543961	-0.5303318	1.19182	-0.5288485	-0.7857839	1.207574	-0.5573618	-0.8219645	1.130758	0.01249886	-0.2098792	1.155792	0.1967999	-0.5357232	1.26933	0.3423507	-0.7930567	1.344925	0.385448	-0.8405563	1.282402	117.91450007171886	38.74141604151894	36.800713528884046	89.90343365842743	0.10285418672626215	0.05434066697321503	0.036475251513473125	0.10272521085814627	0.053585735032074235	0.0197693108619097	0.029007925548459646	0.01970477674000341	0.019552693998707387	0.028494902938600544	0.017214256499634054	0.005418578366026724	false
226	7499	-0.04504826	0.383765	1.182478	-0.05524839	0.2174731	1.222391	-0.06233295	-0.08428092	1.218819	-0.05954925	-0.1349471	1.168708	-0.2216675	0.1234158	1.220555	-0.3389095	-0.08031513	1.245952	-0.3100543	-0.2596596	1.188884	-0.2983528	-0.3223493	1.164684	0.110539	0.1181148	1.246504	0.2500215	-0.07527614	1.279992	0.423045	-0.0751284	1.196643	0.5155779	-0.0600387	1.16618	-0.1334896	-0.2068376	1.15403	-0.3603036	-0.5256913	1.195253	-0.5394194	-0.777491	1.213737	-0.5693855	-0.8135497	1.137405	0.01251027	-0.2098459	1.155759	0.1422167	-0.5735575	1.226436	0.2446463	-0.8607817	1.26818	0.2734883	-0.9063835	1.196673	117.44590921002704	38.49113254273744	36.56588476675152	90.04407583329042	0.12008966856451456	0.06979502252159009	0.041852736773802884	0.11991497305899011	0.06922423638499829	0.028399751472553164	0.034625460164775156	0.02452394940344134	0.018675153678508978	0.03428921571364864	0.02211914373655487	0.008473973036754826	false
227	7531	-0.04508333	0.3837897	1.18253	-0.05523684	0.2175046	1.222396	-0.06230339	-0.08426091	1.218804	-0.05953868	-0.1349251	1.16869	-0.2217371	0.1234322	1.220632	-0.3388984	-0.08030963	1.246	-0.3099166	-0.2596961	1.189002	-0.2983258	-0.3224525	1.164859	0.1105622	0.1181085	1.246433	0.2489462	-0.07529052	1.2787	0.4205137	-0.07489178	1.191811	0.5106627	-0.0601147	1.160283	-0.1334893	-0.2068369	1.154026	-0.33826	-0.5410322	1.190735	-0.4999598	-0.8049337	1.205653	-0.5258923	-0.8426893	1.128655	0.01254124	-0.2098237	1.155712	0.142464	-0.5734635	1.22664	0.245059	-0.8606161	1.268577	0.2739283	-0.9062714	1.197101	116.8721381397653	38.22131047785162	36.30584117855606	90.11879506087088	0.14011337810666516	0.08677309522906229	0.04852903442500355	0.13983110982917898	0.08611002485428752	0.03863247304844178	0.04186504210364297	0.0286573543339312	0.020690584605500703	0.04151233951895222	0.02667038839702411	0.011128013246194534	false
228	7567	-0.0452332	0.3836084	1.18274	-0.05523655	0.2175003	1.222397	-0.06227499	-0.08426073	1.218801	-0.05954468	-0.1349209	1.168683	-0.2218284	0.1234455	1.220733	-0.3387958	-0.08049498	1.246203	-0.3098085	-0.2598883	1.189064	-0.298306	-0.3226382	1.164803	0.1105498	0.1180734	1.246278	0.2475483	-0.07481649	1.277206	0.4174423	-0.07528764	1.186498	0.5051135	-0.06053456	1.152877	-0.1334998	-0.2068399	1.154027	-0.335534	-0.5428109	1.190413	-0.4950645	-0.8081008	1.205072	-0.5205723	-0.8460523	1.128016	0.01253451	-0.2098244	1.155683	0.1424958	-0.5734991	1.226669	0.2451161	-0.8606644	1.26865	0.2739438	-0.9063609	1.19717	116.5785677741716	37.95808995740281	36.05895563339624	89.85983442976745	0.1614653743136422	0.10490936007039024	0.05624491518976288	0.16067821270935673	0.10406657421880097	0.049416671467834544	0.04905288943696785	0.03477053818616443	0.023524082983979247	0.04831225897003077	0.03356122181284294	0.014135698797905882	false
229	7599	-0.04526542	0.3835106	1.182851	-0.05531274	0.2175136	1.222402	-0.06224483	-0.08426017	1.218798	-0.0595467	-0.1349192	1.16868	-0.2218487	0.1234317	1.220798	-0.3385807	-0.08086839	1.246454	-0.3095078	-0.2602635	1.189211	-0.2981979	-0.3230239	1.164838	0.1104318	0.1182297	1.24608	0.2460368	-0.07462505	1.275934	0.4138376	-0.07506454	1.180766	0.4994028	-0.06086521	1.146698	-0.1334973	-0.2068405	1.154033	-0.3525769	-0.5313829	1.194537	-0.525558	-0.7876353	1.212447	-0.5543277	-0.8244336	1.13597	0.0125384	-0.2098057	1.155653	0.2003719	-0.5322644	1.273346	0.3486816	-0.7868715	1.352203	0.3929141	-0.8347911	1.29074	115.86367857135492	37.64677927341859	35.75328814669582	89.86946788609626	0.17114764515811765	0.12491568067872769	0.06566551830669294	0.17057308729073745	0.12392568482077611	0.06107194651010406	0.05554378693012298	0.039368562323386806	0.0262850868764117	0.05473438873453127	0.0379019579781001	0.017170060242835003	false
230	7631	-0.04549368	0.3835255	1.182974	-0.05541119	0.2175515	1.222421	-0.06225039	-0.08424743	1.218791	-0.05957121	-0.1349057	1.168671	-0.2219002	0.1233942	1.220899	-0.3385994	-0.08092479	1.246706	-0.3094333	-0.260298	1.189278	-0.2982072	-0.323123	1.164993	0.1104472	0.1182107	1.245966	0.244295	-0.07441112	1.274475	0.4104684	-0.07579799	1.176029	0.4946526	-0.06124116	1.141391	-0.1335181	-0.2068417	1.15404	-0.2667753	-0.5784415	1.158795	-0.3719873	-0.8718344	1.148478	-0.3842514	-0.9087591	1.06774	0.01252539	-0.2097942	1.155621	0.1438495	-0.572998	1.227063	0.2475352	-0.859762	1.269397	0.2765136	-0.9054863	1.197969	115.57579391278364	37.25975758582717	35.39230498071802	89.58859822989305	0.1836638957669923	0.14237298670907916	0.07376449328483686	0.18300688038846744	0.14096796675059042	0.07029944820963514	0.06097069222561484	0.0455505811484168	0.027787734342366872	0.060595809194738046	0.04402704808093661	0.02247734809525073	false
231	7663	-0.04559393	0.3835087	1.183049	-0.05540405	0.2176001	1.222462	-0.06222805	-0.08422816	1.218793	-0.05958146	-0.134883	1.168668	-0.2219635	0.1233659	1.221017	-0.3386284	-0.08073837	1.247172	-0.3093962	-0.2600567	1.189419	-0.2981021	-0.3229248	1.165247	0.1104457	0.1183212	1.245875	0.2423335	-0.07431487	1.272861	0.4065247	-0.07641024	1.170645	0.4882166	-0.06184739	1.134733	-0.1335292	-0.2068355	1.154048	-0.3236058	-0.5499924	1.18984	-0.4736713	-0.8209146	1.204025	-0.4973793	-0.8598479	1.126846	0.01251204	-0.2097619	1.155589	0.1438046	-0.573038	1.227035	0.2474599	-0.8598441	1.269369	0.2763865	-0.9056041	1.197929	115.12441498733374	36.79783924126869	34.9470998136574	89.37928715668632	0.19307194556419555	0.1575923340985694	0.08409206920353714	0.1925490822922167	0.15590723298603307	0.08131385000700224	0.0674934325314613	0.0509972989678434	0.030555379504213824	0.06723825864697902	0.0495204619212435	0.027797883572545486	false
232	7695	-0.04578359	0.3835929	1.183193	-0.0554133	0.2176302	1.222493	-0.06218535	-0.08420999	1.218799	-0.05957509	-0.1348598	1.168669	-0.222031	0.1233494	1.22117	-0.3386089	-0.08068829	1.247704	-0.3092689	-0.2599464	1.189638	-0.2979217	-0.322795	1.165415	0.1104126	0.1185724	1.245778	0.2413283	-0.07391691	1.27103	0.403119	-0.07671041	1.164523	0.4836084	-0.06292984	1.129193	-0.133524	-0.2068276	1.154061	-0.2661223	-0.5787301	1.159955	-0.3708031	-0.8723318	1.150535	-0.3831747	-0.9094672	1.069886	0.0125335	-0.2097217	1.155561	0.1995566	-0.5334194	1.271849	0.3472037	-0.7889653	1.34958	0.390959	-0.8368992	1.287741	114.80344483706892	36.528107127914005	34.70863817030341	89.17375289484342	0.20584236425934443	0.1718429672527172	0.09491403376075913	0.2052297538204549	0.17045752857806964	0.09264762117880607	0.06980684545592557	0.055763759504133745	0.03382102697747672	0.06883899609823961	0.054581848608447975	0.03104102649456762	false
233	7731	-0.04594544	0.3838071	1.183318	-0.05542728	0.2176603	1.222507	-0.06214848	-0.08419932	1.218802	-0.05958739	-0.1348494	1.168669	-0.2220579	0.123318	1.221258	-0.3385415	-0.08044161	1.248123	-0.3091552	-0.2597136	1.190008	-0.2979282	-0.3225623	1.165708	0.1102206	0.1189642	1.245546	0.2369631	-0.07322263	1.269679	0.397313	-0.07695526	1.160717	0.4782908	-0.0632053	1.122558	-0.133534	-0.2068187	1.154087	-0.3690584	-0.5182629	1.203645	-0.5549856	-0.7641225	1.228693	-0.5878871	-0.8002838	1.15354	0.01250172	-0.2096802	1.155531	0.1994447	-0.5335333	1.271714	0.3470209	-0.7891887	1.349358	0.3906867	-0.8371905	1.287493	114.21648523570715	35.67772246567624	33.87440802241365	88.89699431126844	0.20090535308839372	0.18417903837925836	0.10514267168525855	0.1973480672767058	0.18079569692645092	0.1017659506805099	0.08767002704223664	0.06742798278858492	0.040571270988123444	0.08416384993322859	0.06464205172356607	0.03665875326297525	false
234	7763	-0.04608816	0.3838708	1.183488	-0.0554412	0.2177474	1.222589	-0.06211187	-0.08420587	1.218808	-0.05959028	-0.1348503	1.16867	-0.222072	0.1232771	1.221377	-0.3384266	-0.08040702	1.248541	-0.3090697	-0.2596588	1.190207	-0.2978185	-0.3224843	1.165845	0.1101936	0.1189864	1.245363	0.2345809	-0.07241583	1.268279	0.3923105	-0.07610963	1.155052	0.4724247	-0.06290172	1.115892	-0.1335426	-0.2068263	1.154113	-0.2651782	-0.5792191	1.159356	-0.3690884	-0.8731777	1.14942	-0.3814381	-0.9101904	1.068689	0.01249692	-0.2096791	1.155512	0.1452596	-0.5718684	1.23009	0.2500594	-0.8577725	1.274886	0.2793283	-0.9041873	1.20397	113.45332446970373	35.241984423238065	33.457147106583356	88.91011965039318	0.2141302990850489	0.19133447614694535	0.11678585858264584	0.21019703316496766	0.18821257393414678	0.11349469472072944	0.09218770842553357	0.07334968561432934	0.04462598685451817	0.08858627728681552	0.07067779500707584	0.0407782336265953	false
235	7795	-0.04633068	0.3841721	1.183701	-0.05544132	0.2178171	1.222644	-0.06208689	-0.08420789	1.218818	-0.05962875	-0.1348556	1.168674	-0.2220912	0.1232591	1.221544	-0.3383233	-0.08042963	1.249038	-0.3090006	-0.2596357	1.190391	-0.2976787	-0.3224435	1.166005	0.1101204	0.1189327	1.245105	0.233963	-0.07207327	1.264781	0.3899783	-0.07609452	1.148892	0.4658241	-0.06246361	1.109199	-0.1336	-0.2068369	1.15416	-0.3250808	-0.5492936	1.191195	-0.4762238	-0.8196075	1.206353	-0.5005746	-0.8584906	1.129301	0.0124312	-0.2096758	1.155475	0.1446081	-0.5723009	1.229374	0.2489403	-0.8585344	1.273632	0.2779639	-0.9049133	1.202579	113.63847602613424	35.019252149773635	33.285002048486724	88.81466173764257	0.21325800280750512	0.19964716782225514	0.12658275716801734	0.20706584697587913	0.19625145212576814	0.12356289083897598	0.09996527437592514	0.08035656528907337	0.04962860417118547	0.08975800314297352	0.07550568500107789	0.04494647281093453	false
236	7831	-0.04642794	0.3840927	1.183784	-0.05540756	0.217831	1.222693	-0.06203735	-0.08421227	1.218825	-0.05962604	-0.134855	1.168676	-0.2221191	0.1232177	1.221722	-0.3381071	-0.08039214	1.24932	-0.3089549	-0.2596311	1.190582	-0.2975639	-0.3224314	1.166201	0.1101707	0.1188461	1.244936	0.231992	-0.07212959	1.263824	0.3850247	-0.07582987	1.143532	0.4592304	-0.0617402	1.101244	-0.1335988	-0.2068475	1.154202	-0.3251033	-0.5493523	1.191255	-0.4762572	-0.8196902	1.206426	-0.5006807	-0.8585356	1.129365	0.01244344	-0.2096795	1.155445	0.1990385	-0.5344437	1.270336	0.3463174	-0.7907791	1.346945	0.3895611	-0.8387893	1.284745	112.69918557974054	34.563427024201154	32.84267851504067	88.91095116526758	0.20912761149041453	0.20312941972001697	0.13776182586932623	0.20387693524366896	0.19975571121992694	0.13465533738832475	0.09750616619984559	0.08098773576107894	0.05256697383767383	0.08770904541444403	0.07591894450332443	0.04781462328363301	false
237	7863	-0.04657442	0.3842648	1.183858	-0.05546314	0.2178751	1.222761	-0.06198905	-0.08422059	1.218839	-0.05963521	-0.1348588	1.168683	-0.2221065	0.1232137	1.221882	-0.3379085	-0.08032747	1.249617	-0.3088188	-0.259598	1.19086	-0.2972921	-0.322339	1.166374	0.1100289	0.1190414	1.244645	0.2303748	-0.07105695	1.26218	0.3791183	-0.07412089	1.136008	0.4509885	-0.06079484	1.09391	-0.1336015	-0.2068419	1.154263	-0.3249466	-0.5495137	1.191213	-0.475967	-0.8199697	1.206301	-0.500446	-0.8587542	1.129216	0.01242888	-0.2096778	1.155427	0.143022	-0.5734645	1.227321	0.2460934	-0.8605856	1.269988	0.2745022	-0.9067894	1.198548	111.69090622217408	34.303678696675746	32.60934542719613	89.10003821080022	0.23645140413940416	0.21792569578893084	0.15257024375986017	0.2334532654178019	0.21418307129452543	0.149227541459645	0.08471411203470232	0.0835792725058397	0.0558985947893551	0.07738066872369191	0.07813071887480441	0.051347575897091255	false
238	7899	-0.04661852	0.3843253	1.183862	-0.05546576	0.2179033	1.222833	-0.06194858	-0.08422274	1.218851	-0.05963168	-0.1348554	1.16869	-0.222094	0.1231642	1.222057	-0.3377575	-0.08030535	1.249929	-0.3087561	-0.2596304	1.191232	-0.2971814	-0.3223318	1.16666	0.1100187	0.1190748	1.244547	0.228578	-0.07033437	1.260916	0.3745308	-0.07413444	1.131181	0.443682	-0.0598915	1.087588	-0.1335878	-0.2068402	1.154315	-0.3250027	-0.5495393	1.191242	-0.4760704	-0.820003	1.206309	-0.5006158	-0.8587439	1.129211	0.01243901	-0.2096627	1.155407	0.1429412	-0.5735437	1.22729	0.2459357	-0.8607246	1.269946	0.2742736	-0.9069724	1.198493	111.30557032232744	33.96682694452372	32.28799474318334	88.8851749722681	0.22254450878416962	0.2146343876574222	0.16204037068880423	0.21934006534136513	0.2109386913892281	0.1586686094467798	0.07806173993986357	0.0835578243120784	0.05915463711602219	0.07150940498401473	0.07808542019996075	0.05512505718034915	false
239	7931	-0.04682421	0.384417	1.183967	-0.05537483	0.2179743	1.222926	-0.06190382	-0.0842433	1.218865	-0.05965213	-0.1348851	1.168701	-0.2220625	0.1230629	1.22218	-0.3376887	-0.08027422	1.250373	-0.3086016	-0.2595441	1.191428	-0.2969642	-0.3222074	1.166784	0.1099303	0.1190617	1.244278	0.2264774	-0.07058999	1.259477	0.3695012	-0.07344159	1.126141	0.4375071	-0.05921456	1.081377	-0.1336281	-0.2068817	1.154402	-0.3251039	-0.5496035	1.191371	-0.476212	-0.8200713	1.20647	-0.5008508	-0.8587682	1.129368	0.012385	-0.2096821	1.155363	0.142962	-0.5735723	1.227347	0.2460103	-0.8607458	1.270078	0.2742898	-0.9070578	1.198631	110.36388349004963	33.43802440386321	31.78798518000134	89.16448567105115	0.2267150107331577	0.21895056297951332	0.172199055728837	0.22591098535055765	0.2153208624046138	0.16862170329993345	0.07063810375681025	0.08448064687570252	0.06225536188467293	0.06833360965116997	0.07867004994397682	0.05812190851464008	false
240	7963	-0.04705798	0.3844667	1.184107	-0.05534929	0.2180192	1.223016	-0.06187614	-0.08424065	1.218896	-0.05966356	-0.1348794	1.168724	-0.2220505	0.1230741	1.222394	-0.3375721	-0.07999392	1.250943	-0.3085324	-0.2592133	1.191693	-0.296884	-0.3218662	1.167014	0.1099134	0.1191179	1.244218	0.2250617	-0.07035773	1.25811	0.363234	-0.07179046	1.119222	0.4302737	-0.05799255	1.074237	-0.1336468	-0.2068739	1.154506	-0.3251274	-0.5496792	1.19131	-0.4762317	-0.8201991	1.206276	-0.5009075	-0.8588318	1.129142	0.01236534	-0.209668	1.155353	0.1950216	-0.5377601	1.268075	0.3391622	-0.7966694	1.342951	0.3811929	-0.8451664	1.280241	109.11459839325738	33.08635261475958	31.471952140443943	89.58099568670619	0.25007799278699766	0.22821208049804986	0.18651485953432367	0.2492099015851907	0.22459227261710402	0.18281839517523144	0.07118663893597428	0.08261274657906466	0.06485916780444126	0.06935784671979787	0.07685238615681067	0.060933756650097176	false
241	7999	-0.04720411	0.3845089	1.184242	-0.05533383	0.2180945	1.223131	-0.06180153	-0.08426373	1.218922	-0.0596658	-0.1349034	1.168744	-0.2220442	0.1230269	1.222654	-0.3373992	-0.07993986	1.251279	-0.3085963	-0.2592516	1.192161	-0.2967785	-0.3218091	1.167302	0.1098263	0.1190339	1.243884	0.2223557	-0.06969157	1.256136	0.3570216	-0.07052615	1.113501	0.4236953	-0.05731534	1.068327	-0.1336477	-0.206908	1.154594	-0.3534639	-0.5307516	1.200999	-0.52692	-0.7862953	1.223539	-0.5573946	-0.82354	1.147796	0.01236285	-0.2096792	1.155341	0.1464107	-0.5715821	1.230878	0.2521873	-0.8571583	1.276407	0.2812074	-0.904011	1.205587	108.31242588402151	32.53873179040512	30.954634663147502	89.75623438750267	0.23406557746602893	0.2302338877095637	0.19541002520772496	0.23341985080416228	0.22710379190714072	0.19156392858457286	0.07550281298659	0.0857650362156129	0.06839325429385396	0.07451550667472813	0.08055143206169146	0.06461401258711535	false
242	8031	-0.04738284	0.3846068	1.184479	-0.05533854	0.2181393	1.223228	-0.06176214	-0.08426224	1.218963	-0.05969698	-0.1348991	1.168774	-0.2221136	0.1230192	1.223022	-0.3371929	-0.07996945	1.25162	-0.3080566	-0.2592314	1.192451	-0.2967288	-0.3217701	1.167304	0.1098332	0.118979	1.243727	0.2195148	-0.06950707	1.254214	0.3521414	-0.07069819	1.109488	0.4154654	-0.05644463	1.06188	-0.1337125	-0.2069119	1.154717	-0.3428819	-0.5383189	1.198081	-0.5079284	-0.7998177	1.218219	-0.5364075	-0.8376994	1.142005	0.01233147	-0.2096782	1.155319	0.1464493	-0.5716247	1.230813	0.2522759	-0.8572209	1.276304	0.2811983	-0.9041232	1.205464	108.01286262753835	31.861094599153724	30.308936457903638	89.65234961533378	0.23859321838944342	0.2312170483898841	0.2010449727589724	0.23760350016573106	0.22861988862021854	0.19720717823638476	0.08629306940560579	0.08295196295196085	0.07269912325726058	0.08562376577770324	0.07869877762735594	0.06915094311712593	false
243	8063	-0.04762596	0.3848197	1.184702	-0.05535609	0.2181829	1.223313	-0.06172656	-0.08426054	1.219011	-0.05971142	-0.1348979	1.168814	-0.222112	0.1229744	1.223252	-0.3370634	-0.07989032	1.251991	-0.3079734	-0.2591313	1.192655	-0.2963929	-0.321665	1.167599	0.109709	0.1191742	1.2436	0.2165518	-0.06923115	1.252807	0.3461544	-0.07073777	1.10511	0.4072738	-0.05565812	1.056155	-0.1337122	-0.2069101	1.154859	-0.3546759	-0.5299116	1.202314	-0.5290201	-0.7847652	1.225679	-0.5599828	-0.8219345	1.150074	0.01231085	-0.2096581	1.155317	0.14639	-0.5716892	1.230762	0.2521807	-0.8573377	1.276211	0.2810121	-0.9042842	1.205351	107.44532986363772	31.164016621786754	29.648173657125145	89.56070021723761	0.2405866504347777	0.23059135757339394	0.20891752417833437	0.23892919429148807	0.22738723239515637	0.20487069592496443	0.09184351607894219	0.0843292022432023	0.07659123829392878	0.09117791110243054	0.07990087035490348	0.07302716467757497	false
244	8095	-0.04769912	0.384771	1.184803	-0.05534854	0.2181769	1.223429	-0.06168849	-0.08428577	1.219065	-0.05974389	-0.1349169	1.168857	-0.22214	0.1229069	1.223556	-0.3368847	-0.07988196	1.252325	-0.3077906	-0.2591025	1.192865	-0.2963225	-0.3216457	1.16776	0.1095999	0.1192282	1.243418	0.2129171	-0.06844123	1.252698	0.3383349	-0.06939124	1.101102	0.4000602	-0.05502806	1.050776	-0.1337526	-0.2069458	1.155007	-0.3402764	-0.5401223	1.198444	-0.5032188	-0.8029909	1.218637	-0.5314616	-0.8410717	1.142411	0.01226349	-0.209652	1.155299	0.1443868	-0.572888	1.228946	0.248629	-0.8594728	1.272973	0.2768629	-0.9062817	1.20177	106.14158754574538	30.45045284675245	28.931354849361675	89.7233501766108	0.23611008713612577	0.23826699760264294	0.21434678810094077	0.2339984417524224	0.2356046317767308	0.209591246711723	0.10502167121078795	0.08483756118640429	0.08073545645543387	0.10176755860991454	0.08179381329304643	0.07620135823648282	false
