Experiment Id
Time and Date
FrameId	Timestamp	HeadX	HeadY	HeadZ	ShoulderCenterX	ShoulderCenterY	ShoulderCenterZ	SpineX	SpineY	SpineZ	HipCenterX	HipCenterY	HipCenterZ	ShoulderLeftX	ShoulderLeftY	ShoulderLeftZ	ElbowLeftX	ElbowLeftY	ElbowLeftZ	WristLeftX	WristLeftY	WristLeftZ	HandLeftX	HandLeftY	HandLeftZ	ShoulderRightX	ShoulderRightY	ShoulderRightZ	ElbowRightX	ElbowRightY	ElbowRightZ	WristRightX	WristRightY	WristRightZ	HandRightX	HandRightY	HandRightZ	HipLeftX	HipLeftY	HipLeftZ	KneeLeftX	KneeLeftY	KneeLeftZ	AnkleLeftX	AnkleLeftY	AnkleLeftZ	FootLeftX	FootLeftY	FootLeftZ	HipRightX	HipRightY	HipRightZ	KneeRightX	KneeRightY	KneeRightZ	AnkleRightX	AnkleRightY	AnkleRightZ	FootRightX	FootRightY	FootRightZ	AngleWristElbowShoulderRight	AngleShoulderElbowRightToBody	AngleShoulderElbowRightToY	AngleElbowWristRightToY	LinearWristRight5IncFrames	LinearWristRight10IncFrames	LinearWristRight20IncFrames	LinearWristRight5GapFrames	LinearWristRight10GapFrames	LinearWristRight20GapFrames	LinearElbowRight5IncFrames	LinearElbowRight10IncFrames	LinearElbowRight20IncFrames	LinearElbowRight5GapFrames	LinearElbowRight10GapFrames	LinearElbowRight20GapFrames	Marker
155	5131	-0.04669641	0.3829806	1.190652	-0.05358551	0.2183099	1.22787	-0.06031081	-0.08573766	1.220204	-0.05999129	-0.1361631	1.169426	-0.2211977	0.1222634	1.229701	-0.3334458	-0.08108282	1.25887	-0.30505	-0.257372	1.198326	-0.2976687	-0.3173939	1.171165	0.108374	0.1172011	1.239074	0.1839304	-0.06023205	1.257715	0.2158474	-0.04844216	1.054088	0.2258224	-0.04475749	0.9941959	-0.133892	-0.2077389	1.157034	-0.3589	-0.5214309	1.203167	-0.5373135	-0.7701638	1.225717	-0.5709944	-0.8041539	1.151038	0.01135251	-0.2103197	1.153203	0.1920867	-0.5328884	1.266489	0.3353946	-0.7886599	1.342286	0.3761045	-0.8392592	1.281878	85.01437393568199	25.73405572258003	23.682195125946738	93.2738109072886	0.14255953717610464	0.2324048706152696	0.43648786187731364	0.1413888188055341	0.17777186934003036	0.07218592197301675	0.11894441140196986	0.2925257080309459	0.17850774501102146	0.1111653285951037	0.20524414048808912	0.09346066395214407	false
156	5163	-0.04663486	0.3828445	1.190596	-0.05358121	0.2183052	1.227872	-0.06028148	-0.08575898	1.220225	-0.05996022	-0.1361936	1.16945	-0.2211975	0.1222675	1.22971	-0.3334763	-0.08110975	1.258891	-0.3052154	-0.2574251	1.198339	-0.2975837	-0.317512	1.171413	0.1083697	0.1171928	1.239053	0.1836998	-0.06505802	1.264213	0.2267231	-0.08447386	1.073292	0.2313209	-0.04435931	0.995137	-0.1338525	-0.207764	1.157061	-0.3595451	-0.5210448	1.203217	-0.5384901	-0.7694358	1.225782	-0.5722721	-0.803341	1.151094	0.01138113	-0.2103475	1.153224	0.1411795	-0.5684395	1.227173	0.2440928	-0.85236	1.271774	0.2702833	-0.9002842	1.201871	92.89679426831124	25.735448390142103	23.54646390705596	84.33434306244045	0.4374069806657326	0.3690561384204539	0.4234126890540264	0.3925431919062449	0.2646606070885792	0.10727813061056399	0.16777792989234408	0.1331567319390102	0.18976343959529726	0.16034722184068553	0.11265680784609641	0.09674341911072702	false
157	5195	-0.04661107	0.3826866	1.190542	-0.05357232	0.2183009	1.227878	-0.06026536	-0.0857632	1.220243	-0.05994608	-0.1361995	1.169467	-0.2211989	0.1222686	1.229718	-0.3334933	-0.08108795	1.258932	-0.305587	-0.2574826	1.198428	-0.2973315	-0.3175894	1.17174	0.1083901	0.1171879	1.239045	0.1836208	-0.06731021	1.266331	0.2242015	-0.05003429	1.064774	0.2389622	-0.04375045	0.9958223	-0.1338395	-0.2077681	1.157081	-0.3602381	-0.5205961	1.2034	-0.5397316	-0.7686127	1.226091	-0.5736389	-0.8024549	1.151414	0.01139579	-0.2103614	1.153234	0.141143	-0.5685654	1.227111	0.2440093	-0.8525569	1.271652	0.2701778	-0.9004769	1.201719	82.19605192485638	25.67698901422901	23.44881252236318	94.80306368268796	0.6800465036485619	0.4626736647004211	0.46616717930874546	0.1914214004011643	0.22741652333294352	0.05927939666906542	0.14473522090253224	0.14073953503437087	0.18516455682006566	0.14398107769672683	0.12284912463720747	0.10763960517067427	false
158	5227	-0.04657294	0.3827434	1.190459	-0.05352357	0.2183138	1.227852	-0.06022223	-0.08573249	1.220259	-0.05990344	-0.1361714	1.169488	-0.2212019	0.1222802	1.229723	-0.3335058	-0.08110347	1.258954	-0.306089	-0.2576103	1.198538	-0.2970627	-0.3177143	1.172104	0.108408	0.1171993	1.239048	0.1844644	-0.06938134	1.263397	0.2298686	-0.05011272	1.063077	0.2456658	-0.04340873	0.9975529	-0.1338121	-0.2077525	1.15709	-0.3606944	-0.5203232	1.203377	-0.5405601	-0.7681203	1.226041	-0.5745249	-0.8019006	1.151345	0.01144657	-0.2103334	1.153274	0.1997156	-0.5248856	1.276131	0.3489699	-0.7742536	1.359497	0.3927863	-0.8257011	1.301986	83.11465960812306	25.335234490000726	23.171553582999515	95.35921499121405	0.7067076306225656	0.41104769192411605	0.47272251530999804	0.1831063746102428	0.16482962490753006	0.06913318515522182	0.15488445395405714	0.1548320549695523	0.18710887151929217	0.12252101521588579	0.12057837342818176	0.11551845234739075	false
159	5263	-0.04649662	0.3822233	1.190255	-0.053469	0.2181455	1.227808	-0.06018773	-0.08573881	1.220273	-0.05986295	-0.136168	1.169507	-0.2211895	0.1222747	1.229712	-0.3335428	-0.08107787	1.25896	-0.3065451	-0.2576189	1.198449	-0.2969435	-0.3177883	1.172284	0.1084199	0.1172611	1.239067	0.193908	-0.05475526	1.2388	0.2504783	-0.09824902	1.056052	0.2536426	-0.04285096	1.000219	-0.1337589	-0.2077499	1.157099	-0.3612089	-0.5199812	1.203456	-0.5415133	-0.7674938	1.226172	-0.575562	-0.8012195	1.151473	0.01148643	-0.2103176	1.153309	0.1966442	-0.5288618	1.271212	0.3434227	-0.7813787	1.350645	0.3857358	-0.832295	1.291536	109.15686249399567	27.982997280635452	26.426411041218262	77.19126532348888	1.0346098678510423	0.5419366924838206	0.5488647541785427	0.45981040690717057	0.2477975670242056	0.1438190609777865	0.3410158885731608	0.2107836777910368	0.23312543564163085	0.16723816539215552	0.048983687128647035	0.10160472731835475	false
160	5299	-0.04649621	0.3822581	1.190155	-0.05343634	0.2181429	1.227786	-0.06016467	-0.08573322	1.220279	-0.05983623	-0.1361653	1.169515	-0.2211863	0.1222564	1.229689	-0.3335958	-0.08103022	1.258932	-0.3065749	-0.2575641	1.198423	-0.2969488	-0.317783	1.172296	0.1084837	0.1172819	1.239087	0.1943027	-0.05478171	1.238338	0.2513352	-0.09852505	1.055811	0.2612472	-0.04210135	1.002698	-0.1337446	-0.2077491	1.157093	-0.3658469	-0.516515	1.204029	-0.5498281	-0.7612652	1.227201	-0.5846204	-0.7944384	1.152581	0.01153377	-0.2103297	1.153347	0.1965499	-0.5292952	1.270624	0.343207	-0.7821303	1.349554	0.3853767	-0.8329343	1.290226	109.44663138474611	28.04947163456092	26.509204820902685	77.11540697291483	0.7003453537456656	0.5210610746378628	0.4781352765672927	0.24484043951326226	0.24209327571386843	0.13216649375063239	0.2759188371322632	0.20440993232912075	0.23103385197163012	0.21905591074454187	0.055075700511003946	0.10239267832452659	false
161	5331	-0.0464703	0.3826124	1.18998	-0.05338531	0.2181486	1.22775	-0.06014249	-0.08571196	1.220287	-0.05980824	-0.1361474	1.169528	-0.2211796	0.1222725	1.229668	-0.3336105	-0.08101985	1.258921	-0.3068552	-0.2575638	1.198315	-0.2967782	-0.3178465	1.172411	0.108538	0.1173234	1.239131	0.1948949	-0.05468834	1.238156	0.2540138	-0.09935199	1.056586	0.2696047	-0.04147919	1.005102	-0.1337293	-0.2077446	1.1571	-0.3659057	-0.516543	1.204031	-0.5499341	-0.7613038	1.227196	-0.5847195	-0.7944862	1.152559	0.0115634	-0.2103084	1.153367	0.138823	-0.5703877	1.224334	0.2396919	-0.8557948	1.26655	0.2651395	-0.9032726	1.195981	110.089402416773	28.191538768757603	26.659979325108292	76.83520432538413	0.4602106141433583	0.5196439540016783	0.41538382624109305	0.42799247396837803	0.24470570261283253	0.1523179329773266	0.257785570713227	0.2009939365159929	0.22934778784341933	0.24166999787608487	0.06048695737419564	0.10659610630171439	false
162	5363	-0.04647517	0.3826438	1.189978	-0.05338206	0.2181496	1.227746	-0.06012412	-0.08569811	1.220294	-0.0597821	-0.1361307	1.169536	-0.2212046	0.1222978	1.22965	-0.3336244	-0.08087129	1.258866	-0.3071789	-0.257469	1.198299	-0.2966103	-0.317787	1.172571	0.108541	0.1173314	1.239132	0.195355	-0.05483916	1.238112	0.2583427	-0.1002226	1.058136	0.2776724	-0.04078892	1.008618	-0.1337025	-0.2077383	1.157099	-0.3414705	-0.5346938	1.197263	-0.506142	-0.7938304	1.215062	-0.53642	-0.8290855	1.139402	0.01159587	-0.2102882	1.153384	0.1387354	-0.5705105	1.224237	0.2395029	-0.8560133	1.266358	0.2649212	-0.9034789	1.195753	110.87208092829763	28.287006213960556	26.760317993615402	76.61220222267077	0.451118546628289	0.5234483605679896	0.4246073453474879	0.4253400281734962	0.24821182981058057	0.15901013230862002	0.23423457910838963	0.18216690190336363	0.2302491352641219	0.22893655916997857	0.06133498261623959	0.10836529605930637	false
163	5399	-0.04648262	0.383153	1.189789	-0.05334921	0.2181773	1.227688	-0.06010879	-0.08565825	1.2203	-0.05975457	-0.1360956	1.16955	-0.2211964	0.1222966	1.229614	-0.3336358	-0.08082595	1.2588	-0.3074195	-0.2574551	1.198235	-0.2964753	-0.3177695	1.172526	0.1086233	0.1173865	1.239194	0.1956689	-0.05481791	1.23823	0.2667398	-0.09769394	1.060845	0.2880376	-0.04075386	1.010808	-0.1336893	-0.2077246	1.157101	-0.3521366	-0.5272807	1.199937	-0.5252616	-0.7805369	1.21985	-0.5574355	-0.8149485	1.144569	0.01163453	-0.2102494	1.153426	0.1953568	-0.5319453	1.266332	0.3409614	-0.7868973	1.341777	0.3821071	-0.8369443	1.28104	111.32247923614975	28.33826937711209	26.81702385845729	77.3538333018889	0.13013707140919004	0.5366305234550133	0.43563843282112547	0.12472230075752327	0.25264461533158705	0.1646628066327583	0.015124671044664714	0.1733904395700638	0.22880192166371133	0.013617031320447549	0.06772415841787949	0.10733755904236143	false
164	5431	-0.04648993	0.3831938	1.189756	-0.05337047	0.2181819	1.227667	-0.06012741	-0.08564937	1.220306	-0.05975921	-0.136089	1.169557	-0.2212043	0.1222918	1.229562	-0.3336556	-0.08081158	1.258693	-0.3075217	-0.2574333	1.198068	-0.2964436	-0.317829	1.17247	0.1087072	0.1174193	1.239257	0.1962807	-0.05507946	1.238192	0.2735607	-0.0971009	1.063395	0.2973035	-0.0404582	1.013035	-0.1336938	-0.207723	1.157105	-0.339335	-0.536437	1.195646	-0.5023007	-0.7969351	1.212154	-0.532004	-0.8321971	1.136237	0.01163308	-0.2102508	1.15344	0.1444359	-0.5677593	1.227738	0.249679	-0.8510762	1.272582	0.2764395	-0.8987954	1.202612	112.03456018955474	28.435444284335485	26.917526983243867	77.59960961648613	0.1823694352806762	0.5385774298038742	0.44306626470353927	0.17823458773854223	0.2535332155376535	0.17098034317904928	0.016024107493054864	0.15912499860919815	0.21925860434869235	0.015193984159627864	0.07889702309537545	0.09579668219728085	false
165	5467	-0.04642909	0.3833119	1.18955	-0.0533815	0.2181778	1.227605	-0.06013761	-0.08563776	1.220309	-0.05976314	-0.1360826	1.169563	-0.2212127	0.1223112	1.229516	-0.3337091	-0.08078155	1.258607	-0.3077728	-0.2574076	1.197898	-0.2964775	-0.3178649	1.172552	0.108736	0.1174038	1.239264	0.1973372	-0.05545258	1.238759	0.2804498	-0.09586029	1.066448	0.3069771	-0.03920126	1.014508	-0.1337013	-0.207718	1.157107	-0.3518735	-0.5277705	1.199111	-0.5247591	-0.7813889	1.218359	-0.5567327	-0.8157355	1.14293	0.01163043	-0.2102514	1.153461	0.1443535	-0.5678871	1.227663	0.2495269	-0.8512876	1.272427	0.2762674	-0.898989	1.202419	112.33904367232117	28.67492920180882	27.138747602967676	78.07339917533827	0.21177203849430357	0.4176199407495134	0.3756783310489551	0.20905035176325354	0.1820553383442711	0.18686523739890226	0.02017938627926624	0.13452595639141007	0.2150172306540265	0.019332085059244854	0.10010756811684837	0.08947962104156576	false
166	5499	-0.0463927	0.3833642	1.189375	-0.0534065	0.2182147	1.227576	-0.06011686	-0.08556282	1.220313	-0.05966988	-0.1359961	1.169576	-0.2211987	0.1222733	1.229363	-0.333786	-0.08040606	1.258277	-0.307781	-0.2571042	1.197873	-0.2965812	-0.3176071	1.172603	0.1089235	0.1175062	1.239459	0.198562	-0.05567998	1.240033	0.2869029	-0.0946109	1.070173	0.3159594	-0.03778901	1.017391	-0.1335995	-0.207672	1.157053	-0.356498	-0.5242577	1.200661	-0.5331181	-0.7751136	1.221178	-0.5659494	-0.8091689	1.14597	0.01181173	-0.2101421	1.153571	0.1439516	-0.5681565	1.227406	0.2486565	-0.8518397	1.271875	0.2753212	-0.8994799	1.20178	112.47255997866212	28.91895559618495	27.36586761551963	78.50627792471597	0.2329142809805354	0.32547602599388004	0.38568378180968976	0.23159612060681334	0.2536883590606742	0.19484175279888777	0.029706204144415636	0.13021403018261632	0.12989258610992396	0.028174402279253677	0.10659552093018033	0.018855854396681124	false
167	5535	-0.04637094	0.3833713	1.189328	-0.05345822	0.2182444	1.227515	-0.06013666	-0.085512	1.220316	-0.05963546	-0.1359422	1.169588	-0.2211857	0.122251	1.229272	-0.3338219	-0.08035248	1.258101	-0.3077665	-0.2570747	1.197813	-0.2965916	-0.3175852	1.172561	0.1092046	0.1176008	1.239694	0.1990841	-0.05651022	1.240978	0.2939808	-0.09330902	1.074446	0.3274241	-0.03631738	1.020972	-0.1335759	-0.2076498	1.157039	-0.3583379	-0.5229355	1.201013	-0.5364239	-0.7727461	1.221817	-0.5695215	-0.8066664	1.146648	0.01189603	-0.2101034	1.153634	0.1982796	-0.5276724	1.273803	0.3459571	-0.7792921	1.354978	0.3889685	-0.8303635	1.296342	112.64191041638436	28.873766591876702	27.306047068090475	79.13213534505127	0.22696674525735602	0.32921447296044154	0.38406558140012587	0.22618952256744893	0.2536948392572907	0.2057280802784252	0.03724982536664059	0.12096720134663294	0.12988352050011095	0.034550224349496735	0.09642435816281977	0.020936293191069537	false
168	5567	-0.04635902	0.3833511	1.189277	-0.05348304	0.2182587	1.227482	-0.06016032	-0.08550588	1.220316	-0.05963625	-0.1359418	1.169589	-0.2211374	0.1222529	1.229138	-0.3339008	-0.08035138	1.257886	-0.2970215	-0.2649726	1.189583	-0.3097786	-0.3271926	1.169822	0.1092457	0.1175893	1.239723	0.2007794	-0.05817578	1.241808	0.3109484	-0.07393237	1.081973	0.340512	-0.03381562	1.02218	-0.1335764	-0.2076435	1.157034	-0.3603698	-0.5214549	1.201572	-0.5400545	-0.7700825	1.22282	-0.5734968	-0.8038554	1.147721	0.01189346	-0.2101109	1.153641	0.1383635	-0.5711268	1.223998	0.2385636	-0.8571538	1.265701	0.2640016	-0.9044755	1.194903	108.9276611035275	29.100732360705955	27.51536958206222	85.35962754852133	0.3705469851441361	0.2480234090935104	0.39281167881556134	0.3510798789508395	0.23072863436585342	0.20401684255756475	0.05085937855142036	0.031711440046366376	0.13447184229118683	0.048160897630497745	0.027118545351358585	0.025180061353663786	false
169	5599	-0.0464659	0.3835279	1.189167	-0.05350594	0.218269	1.227436	-0.0602196	-0.08549153	1.220317	-0.05965111	-0.1359342	1.169593	-0.2210274	0.1221879	1.22891	-0.3339536	-0.08039972	1.257742	-0.303208	-0.2554017	1.194042	-0.299176	-0.3179032	1.171557	0.1093649	0.1177073	1.239882	0.2021678	-0.05946747	1.242532	0.313894	-0.07071943	1.08345	0.3525512	-0.03159486	1.023447	-0.1335883	-0.2076389	1.157035	-0.361922	-0.5203311	1.202044	-0.542816	-0.7680569	1.223662	-0.5764891	-0.8017583	1.148618	0.01186618	-0.2101027	1.153662	0.1398451	-0.5704464	1.22495	0.2412346	-0.8559234	1.267388	0.2670877	-0.903286	1.19675	107.85237342162651	29.239657000184966	27.65482984006219	86.68732322693387	0.3587875106190307	0.2635648176005119	0.3804029544037023	0.342139644333603	0.24609551628098483	0.19968335085680422	0.05826499559045742	0.03687302770313747	0.11718686240365048	0.05550997347498922	0.0335668124438411	0.033447437228931946	false
170	5631	-0.04646879	0.3835706	1.189111	-0.05350481	0.2182522	1.227393	-0.06025574	-0.08548547	1.220315	-0.05963972	-0.1359327	1.169595	-0.2209106	0.1220767	1.228651	-0.3340235	-0.0804799	1.257557	-0.3043951	-0.2558399	1.194397	-0.2977483	-0.3180522	1.171633	0.1094712	0.1177415	1.239994	0.2033867	-0.06103441	1.244105	0.3180577	-0.06682452	1.086978	0.3623949	-0.02973591	1.026811	-0.1335741	-0.2076402	1.157029	-0.3628084	-0.519724	1.202222	-0.544405	-0.766953	1.223983	-0.5781771	-0.8006203	1.148952	0.01188698	-0.2101028	1.153682	0.1401535	-0.5703925	1.225079	0.2417647	-0.8558097	1.267599	0.2677446	-0.9031361	1.196966	106.49178410389665	29.3492278825985	27.73666400010235	88.29503590218631	0.3523455894475793	0.27621895395241086	0.3830577614245227	0.34091856060453685	0.25998570678256944	0.20057795010110754	0.06395456027877718	0.0432274317177169	0.11854073033713916	0.06271374594073094	0.04052075910840155	0.03730214075592934	false
171	5663	-0.04646069	0.3835976	1.189023	-0.05349699	0.2182695	1.227368	-0.06030074	-0.08547147	1.220315	-0.05963102	-0.1359245	1.169598	-0.2208431	0.1219903	1.228438	-0.3342212	-0.08047526	1.257314	-0.2992581	-0.2605764	1.190971	-0.30482	-0.3235245	1.169986	0.1096284	0.1178746	1.240237	0.2048272	-0.06226725	1.245096	0.3238651	-0.06286644	1.0914	0.3729746	-0.02804703	1.031299	-0.1335636	-0.2076289	1.157018	-0.3632559	-0.5194641	1.202194	-0.5452044	-0.7664813	1.223938	-0.5789729	-0.8001508	1.14889	0.01189928	-0.2101037	1.153703	0.1399035	-0.5705982	1.224936	0.2413008	-0.8561605	1.267321	0.2673032	-0.9034318	1.196643	105.6578637562294	29.51091533849584	27.885719707977064	89.82340308761218	0.36283921986651546	0.2882978515776089	0.39092130987195595	0.35863205980226803	0.27477589429500143	0.20585515871060855	0.0720269263628473	0.048738139434888014	0.1193129850951586	0.07121149077151544	0.04638909712518642	0.04096204367542927	false
172	5699	-0.04635268	0.3838144	1.18889	-0.05348504	0.2183058	1.22731	-0.06031999	-0.08544958	1.220303	-0.05960626	-0.1359133	1.169592	-0.2207012	0.1220074	1.228265	-0.3343522	-0.08047087	1.257101	-0.3036031	-0.2557112	1.194121	-0.2983008	-0.3180602	1.17127	0.109739	0.1178985	1.240387	0.2063825	-0.06312042	1.246437	0.3284855	-0.06157676	1.095366	0.3845377	-0.0267779	1.03511	-0.1335266	-0.2076124	1.156984	-0.3640559	-0.5189009	1.202232	-0.5466565	-0.7654702	1.224031	-0.5804995	-0.7990931	1.14898	0.01193212	-0.2100905	1.153726	0.1957532	-0.5318712	1.268176	0.3413566	-0.7867514	1.34479	0.3830562	-0.8367449	1.284206	105.42553275723064	29.797392843150437	28.14372017130835	90.45531566212972	0.1957167551578252	0.27845028777870084	0.39268561710593614	0.19159080782347795	0.26475736482553225	0.20780179538030938	0.06762020430275324	0.055030631599948025	0.11241396078168606	0.0665942424009733	0.05281705808838877	0.03933254698027159	false
173	5731	-0.0463762	0.3838328	1.188844	-0.0534685	0.218314	1.227304	-0.0603436	-0.08545698	1.220304	-0.05959149	-0.1359291	1.169595	-0.2206106	0.1219095	1.228094	-0.3344686	-0.08046162	1.256977	-0.304849	-0.2560372	1.194439	-0.2975421	-0.3181404	1.171365	0.1098482	0.1178169	1.240506	0.2079814	-0.06421524	1.247301	0.3340266	-0.05994795	1.099834	0.3945454	-0.02514613	1.039926	-0.1335157	-0.2076221	1.156974	-0.3648026	-0.5184026	1.202387	-0.5479923	-0.764555	1.224313	-0.5819237	-0.7981499	1.149273	0.01195393	-0.2101329	1.153753	0.1422838	-0.5698146	1.225527	0.2455109	-0.8546989	1.268332	0.2720748	-0.9018139	1.197724	105.29421705591808	30.04708129662145	28.386300719244513	91.26012925967028	0.21616943227292185	0.2784368162771	0.3984593142291278	0.2129019479678022	0.26592119713078943	0.21154078729852516	0.06831602771237004	0.05988147259963615	0.11178484284800286	0.06737000965506855	0.05805579095418102	0.042054773523996836	false
174	5763	-0.04626834	0.3842105	1.188792	-0.05348724	0.2183173	1.227272	-0.0603856	-0.08544634	1.220309	-0.05959448	-0.1359221	1.169605	-0.2205832	0.1218672	1.227968	-0.3346447	-0.0804525	1.256796	-0.3053691	-0.2561984	1.194601	-0.2973585	-0.3181617	1.171274	0.1099184	0.1178664	1.240698	0.2092977	-0.06470206	1.248401	0.3396528	-0.05837126	1.105139	0.4041481	-0.02415666	1.045219	-0.133518	-0.2076192	1.156974	-0.3650256	-0.5183463	1.202245	-0.5483793	-0.7644417	1.224057	-0.5822695	-0.7980359	1.148982	0.01195185	-0.2101266	1.153812	0.1423355	-0.5698763	1.225525	0.2455992	-0.8547976	1.268278	0.2722233	-0.9018637	1.197643	105.38598921773558	30.319104030506967	28.633333349232174	91.8720427432504	0.2251635754236382	0.28306175981898046	0.4003105035901467	0.22314790594325468	0.2704268140461835	0.2124768989922829	0.0626364881457443	0.06247246424517943	0.10678021472033253	0.0619394947158367	0.060582774817201285	0.04333916779213371	false
175	5799	-0.04628126	0.3842382	1.188792	-0.05347408	0.2182838	1.227232	-0.06044074	-0.08544478	1.220309	-0.05958794	-0.1359254	1.169609	-0.2204757	0.1218412	1.227784	-0.3347914	-0.08038103	1.25659	-0.3056104	-0.2562132	1.194589	-0.2974659	-0.3181407	1.171105	0.1097722	0.1182612	1.241055	0.210278	-0.06419089	1.25005	0.3443266	-0.05815786	1.110527	0.4115313	-0.02385707	1.052086	-0.1334849	-0.2076073	1.156953	-0.365337	-0.5181704	1.202173	-0.5489527	-0.7641213	1.223941	-0.5828086	-0.7977371	1.148844	0.01194402	-0.2101153	1.153884	0.1423687	-0.5699381	1.225527	0.2456587	-0.8549004	1.268222	0.2723765	-0.9018973	1.197559	105.98834944655749	30.650514367336914	28.94536069176007	91.78597131103815	0.20995629372613123	0.27789023068894564	0.34257641877036676	0.20883981876017776	0.2636232741986943	0.19832249286329642	0.05966130435889699	0.062317784865452905	0.09649851765276855	0.0559759894159097	0.05869322637693793	0.047372290754241375	false
176	5831	-0.04628084	0.3842337	1.188792	-0.05346652	0.218288	1.227227	-0.06047479	-0.08542737	1.220322	-0.05955676	-0.1359103	1.16963	-0.2204231	0.1218054	1.227659	-0.3350909	-0.08025323	1.25645	-0.3058835	-0.2561724	1.194707	-0.2972652	-0.3180352	1.171115	0.1100082	0.118318	1.241416	0.2131322	-0.0651208	1.251568	0.3501498	-0.05705754	1.11533	0.4193456	-0.02348287	1.056901	-0.1334659	-0.2075993	1.156952	-0.365918	-0.5177748	1.202294	-0.5499978	-0.7634042	1.224156	-0.5838869	-0.7970327	1.149065	0.011998	-0.2101164	1.153945	0.194211	-0.533584	1.267241	0.3385063	-0.7897394	1.342917	0.3799166	-0.8394984	1.281865	106.05418396223355	31.178530062400647	29.461612854801434	92.3896018495709	0.22695492282982557	0.27914073916265814	0.29864774184167014	0.22579399491407198	0.26473702054561676	0.213675771149305	0.07010624858825845	0.0699231014992277	0.0969249287919311	0.06599486374364129	0.06617132558133496	0.05199774717405197	false
177	5863	-0.04628294	0.3842785	1.188728	-0.05345772	0.2182705	1.227171	-0.06049434	-0.08539276	1.220329	-0.05951333	-0.1358694	1.169652	-0.2203905	0.1217769	1.227568	-0.335474	-0.08011689	1.256306	-0.3064891	-0.2561547	1.194775	-0.297276	-0.3179673	1.17117	0.1102083	0.1183612	1.241732	0.2191515	-0.06605308	1.252024	0.3571665	-0.05531312	1.117068	0.4269451	-0.02332294	1.062947	-0.1334346	-0.2075786	1.156951	-0.366626	-0.5172411	1.202517	-0.5512804	-0.7624497	1.224554	-0.5852447	-0.7960799	1.149481	0.01206737	-0.2100848	1.154016	0.1943306	-0.5336204	1.267271	0.3386571	-0.7898145	1.342907	0.3801153	-0.8394915	1.281802	106.34404580868708	32.384808168814516	30.684166531300484	93.18455664586787	0.22797159497708658	0.21361116702872607	0.3010376736007796	0.22138165166603405	0.2058995729021982	0.2175661354669204	0.10030635840026815	0.08205407299234145	0.10072838031863816	0.09292447800851114	0.07584083763192383	0.05763425530096452	false
178	5895	-0.04633193	0.3841286	1.188731	-0.05343048	0.2182496	1.227177	-0.06051866	-0.08540857	1.220354	-0.05950676	-0.135891	1.169681	-0.2203439	0.1217572	1.227471	-0.3355137	-0.08001503	1.256108	-0.3065471	-0.2561381	1.194784	-0.2972395	-0.3179635	1.171145	0.1103306	0.1182719	1.24189	0.221954	-0.06646033	1.252544	0.3626754	-0.05529438	1.120697	0.4321664	-0.023289	1.068222	-0.1334352	-0.2075835	1.156955	-0.3733985	-0.5101485	1.21209	-0.563404	-0.7497228	1.241701	-0.5998802	-0.7840128	1.168104	0.01206979	-0.2101644	1.154106	0.1386127	-0.5717971	1.224834	0.2388108	-0.8581419	1.266791	0.2650185	-0.9051857	1.195919	107.05201336678594	32.95260884754201	31.257348280051122	93.31392802836062	0.21815985862789233	0.22034942852563502	0.22978613457518496	0.21179068747059043	0.21379813827244384	0.21586515863245154	0.10861034789629322	0.08492377000318728	0.05823981698402475	0.10176300929047961	0.07855248787118915	0.05277519785120775	false
179	5927	-0.04633594	0.384142	1.188736	-0.05345139	0.2182796	1.227178	-0.06055697	-0.08536808	1.22038	-0.05947155	-0.1358527	1.169718	-0.2203275	0.1217529	1.227408	-0.3357314	-0.07995392	1.255937	-0.3066351	-0.2561292	1.194779	-0.2973497	-0.3179344	1.170973	0.1106077	0.1183069	1.242315	0.2248146	-0.06746385	1.253631	0.3680399	-0.05485858	1.124894	0.4367647	-0.02303886	1.073898	-0.1334168	-0.2075731	1.156956	-0.3727177	-0.5113277	1.209419	-0.5621877	-0.7518299	1.236911	-0.5980459	-0.7858543	1.162872	0.01215327	-0.2101388	1.1542	0.1387849	-0.5718148	1.224919	0.2390474	-0.8581772	1.266865	0.2653647	-0.905163	1.195978	107.33827451824399	33.403473528721456	31.707097033724	93.74495499419379	0.2225498899603492	0.22075620714367541	0.2406337900373685	0.21813761022047576	0.21576777537524175	0.2268714821924638	0.1216543285611348	0.08724691742791396	0.06277046088057046	0.1197247636288187	0.08214652408325011	0.0579777171874275	false
