experimentId
2013.03.31 12:29:58
FrameId	Timestamp	HeadX	HeadY	HeadZ	ShoulderCenterX	ShoulderCenterY	ShoulderCenterZ	SpineX	SpineY	SpineZ	HipCenterX	HipCenterY	HipCenterZ	ShoulderLeftX	ShoulderLeftY	ShoulderLeftZ	ElbowLeftX	ElbowLeftY	ElbowLeftZ	WristLeftX	WristLeftY	WristLeftZ	HandLeftX	HandLeftY	HandLeftZ	ShoulderRightX	ShoulderRightY	ShoulderRightZ	ElbowRightX	ElbowRightY	ElbowRightZ	WristRightX	WristRightY	WristRightZ	HandRightX	HandRightY	HandRightZ	HipLeftX	HipLeftY	HipLeftZ	KneeLeftX	KneeLeftY	KneeLeftZ	AnkleLeftX	AnkleLeftY	AnkleLeftZ	FootLeftX	FootLeftY	FootLeftZ	HipRightX	HipRightY	HipRightZ	KneeRightX	KneeRightY	KneeRightZ	AnkleRightX	AnkleRightY	AnkleRightZ	FootRightX	FootRightY	FootRightZ	
36520	0	-0.007442124000	0.309909800000	1.021583000000	0.002325925000	0.166050300000	1.090372000000	-0.070190920000	-0.034256530000	1.216119000000	-0.084741610000	-0.074199390000	1.244293000000	-0.154310700000	0.197918200000	1.161423000000	-0.279835800000	0.210748300000	1.349824000000	-0.337843400000	0.171692900000	1.574397000000	-0.360632000000	0.133398900000	1.617835000000	0.102868800000	0.083580380000	1.075736000000	0.174831700000	-0.067083930000	0.978802600000	0.203597400000	-0.212838200000	0.861025800000	0.220016500000	-0.258820500000	0.822443400000	-0.159743900000	-0.105486500000	1.296658000000	-0.228745200000	-0.409187400000	1.417123000000	-0.109537700000	-0.696100100000	1.422473000000	-0.127831100000	-0.753209100000	1.363100000000	-0.049664320000	-0.150708400000	1.256188000000	-0.035563100000	-0.436971900000	1.307803000000	-0.018626870000	-0.780788100000	1.360629000000	-0.048445600000	-0.843294900000	1.307253000000	
36521	36	-0.007156211000	0.309850600000	1.020545000000	0.003219448000	0.166036500000	1.089189000000	-0.070141830000	-0.033977170000	1.214544000000	-0.084866880000	-0.073863750000	1.242535000000	-0.153866100000	0.198603600000	1.160286000000	-0.279669300000	0.211592200000	1.348487000000	-0.334844800000	0.160801100000	1.571478000000	-0.354250200000	0.118878400000	1.613144000000	0.102909900000	0.083775270000	1.074818000000	0.174966300000	-0.067016690000	0.978296800000	0.203894100000	-0.213082300000	0.861032900000	0.220378800000	-0.258864600000	0.822273100000	-0.160241300000	-0.104917300000	1.295205000000	-0.213022600000	-0.410502800000	1.397565000000	-0.126208200000	-0.708817700000	1.449899000000	-0.147587600000	-0.769521700000	1.395344000000	-0.049912830000	-0.150876000000	1.253728000000	-0.035942560000	-0.437693200000	1.302589000000	-0.019164320000	-0.782159600000	1.352109000000	-0.048958900000	-0.844319900000	1.298321000000	
36522	68	-0.006856733000	0.310690100000	1.018735000000	0.003952141000	0.167346100000	1.087829000000	-0.069983880000	-0.033249410000	1.212347000000	-0.084821230000	-0.073273360000	1.240101000000	-0.153517400000	0.199232500000	1.158431000000	-0.279600200000	0.212358200000	1.346431000000	-0.334281200000	0.153021600000	1.567503000000	-0.354453100000	0.113619600000	1.611186000000	0.102994200000	0.084205750000	1.072975000000	0.175595500000	-0.066683990000	0.977256500000	0.204249800000	-0.213430400000	0.860906700000	0.220466900000	-0.259345900000	0.822223100000	-0.160530500000	-0.104207900000	1.292133000000	-0.223178400000	-0.409291300000	1.401224000000	-0.112559000000	-0.700050400000	1.431596000000	-0.131122000000	-0.759192900000	1.374388000000	-0.049721070000	-0.150665200000	1.250976000000	-0.036488000000	-0.437454000000	1.299909000000	-0.020595950000	-0.781868600000	1.349514000000	-0.050446850000	-0.843836400000	1.295580000000	
36523	104	-0.006392235000	0.312118200000	1.015825000000	0.004731476000	0.169374100000	1.085549000000	-0.069458780000	-0.032030330000	1.209158000000	-0.084333550000	-0.072243620000	1.236720000000	-0.153218500000	0.201174300000	1.154600000000	-0.279629600000	0.214469300000	1.342368000000	-0.334867300000	0.146991400000	1.561056000000	-0.374287500000	0.082877840000	1.684602000000	0.103289100000	0.085012690000	1.070407000000	0.176126200000	-0.066275030000	0.975826100000	0.204733700000	-0.213929100000	0.860790600000	0.221108700000	-0.259578000000	0.821882800000	-0.160400400000	-0.103195500000	1.288401000000	-0.214520300000	-0.409063900000	1.390609000000	-0.121469200000	-0.705811000000	1.438232000000	-0.141747300000	-0.766011400000	1.382764000000	-0.048882760000	-0.150188500000	1.247449000000	-0.037248020000	-0.436602100000	1.298204000000	-0.023276020000	-0.780552700000	1.349997000000	-0.053125570000	-0.842497500000	1.296092000000	
36524	136	-0.006053442000	0.313250900000	1.012054000000	0.005576482000	0.170753200000	1.081898000000	-0.068845900000	-0.030730160000	1.204938000000	-0.083763390000	-0.070989390000	1.232435000000	-0.152959900000	0.203043600000	1.149917000000	-0.279590300000	0.216427500000	1.337523000000	-0.336776900000	0.137956000000	1.552198000000	-0.374310600000	0.071505060000	1.663046000000	0.103941900000	0.086081580000	1.066891000000	0.177132200000	-0.065873240000	0.974180100000	0.205112900000	-0.214603200000	0.860568500000	0.221175100000	-0.260453700000	0.821793100000	-0.160202600000	-0.102256500000	1.283839000000	-0.212903300000	-0.408385900000	1.386954000000	-0.122388300000	-0.706237000000	1.431634000000	-0.142849300000	-0.765943100000	1.375731000000	-0.048058770000	-0.148971600000	1.243553000000	-0.037412330000	-0.434884400000	1.296498000000	-0.024627650000	-0.778220100000	1.350918000000	-0.054392350000	-0.840285900000	1.297163000000	
36525	168	-0.005186408000	0.316411700000	1.006972000000	0.006454187000	0.174332900000	1.077208000000	-0.067978400000	-0.028731140000	1.199922000000	-0.082882360000	-0.069293260000	1.227343000000	-0.152369600000	0.204974400000	1.143697000000	-0.271307100000	0.182671100000	1.328476000000	-0.339926200000	0.123862400000	1.545907000000	-0.379092300000	0.063110500000	1.644883000000	0.105028900000	0.087492950000	1.062756000000	0.178479700000	-0.065212050000	0.972029300000	0.205140200000	-0.215624600000	0.860579700000	0.221211700000	-0.261344600000	0.821678300000	-0.159588200000	-0.101040700000	1.277978000000	-0.211747100000	-0.407688700000	1.383091000000	-0.124318200000	-0.705833600000	1.425661000000	-0.144802100000	-0.765140100000	1.369374000000	-0.046626840000	-0.147214700000	1.238483000000	-0.037978660000	-0.432574000000	1.293900000000	-0.027594060000	-0.775229600000	1.351289000000	-0.057191540000	-0.837421500000	1.297641000000	
36527	235	-0.002442965000	0.321118400000	0.996667500000	0.009711957000	0.179589200000	1.067223000000	-0.065818700000	-0.024621350000	1.188807000000	-0.080929600000	-0.065442750000	1.216021000000	-0.149675600000	0.209127200000	1.129361000000	-0.269519100000	0.183755600000	1.319799000000	-0.364371700000	0.107029500000	1.522083000000	-0.406321000000	0.040601320000	1.584926000000	0.107426200000	0.091700570000	1.053195000000	0.181730000000	-0.062278730000	0.966481100000	0.204967800000	-0.216704100000	0.860501500000	0.220501900000	-0.262971300000	0.822071000000	-0.158088400000	-0.098085880000	1.265576000000	-0.217350700000	-0.406500700000	1.379893000000	-0.119431400000	-0.698180000000	1.406531000000	-0.137948600000	-0.756153000000	1.348260000000	-0.044345880000	-0.142284400000	1.227054000000	-0.037091070000	-0.427026700000	1.284838000000	-0.028380240000	-0.768916500000	1.345068000000	-0.057186230000	-0.831273900000	1.291264000000	
36528	268	-0.002439947000	0.324563000000	0.992110200000	0.009878092000	0.183062400000	1.062495000000	-0.066320630000	-0.021706040000	1.182772000000	-0.081576030000	-0.062652160000	1.209705000000	-0.149807300000	0.212174200000	1.124223000000	-0.262461500000	0.189875300000	1.318843000000	-0.387324800000	0.091346310000	1.495235000000	-0.432503500000	0.021950100000	1.543184000000	0.107938100000	0.094077140000	1.047925000000	0.183054300000	-0.060161310000	0.962889400000	0.204220900000	-0.216471100000	0.859616300000	0.219715400000	-0.263616900000	0.822271200000	-0.159112500000	-0.095714550000	1.258506000000	-0.218922300000	-0.406157600000	1.375872000000	-0.155810400000	-0.704797900000	1.401422000000	-0.178490900000	-0.761344000000	1.343237000000	-0.044978660000	-0.139416000000	1.220928000000	-0.036990500000	-0.423790900000	1.279957000000	-0.027399810000	-0.765215200000	1.341677000000	-0.056041870000	-0.827545700000	1.287815000000	
36529	304	-0.003060997000	0.329075900000	0.987412800000	0.007827168000	0.187756900000	1.057992000000	-0.067424570000	-0.018984760000	1.177919000000	-0.082512200000	-0.060269660000	1.204771000000	-0.150626400000	0.215330600000	1.119984000000	-0.264578700000	0.190725200000	1.313658000000	-0.407280800000	0.075550660000	1.466429000000	-0.458257700000	-0.000711670300	1.500632000000	0.107316500000	0.095639420000	1.044018000000	0.183373300000	-0.058200730000	0.959205300000	0.202586000000	-0.215674000000	0.857556300000	0.218523300000	-0.263449700000	0.821224500000	-0.159835900000	-0.093915990000	1.254294000000	-0.220356800000	-0.405184700000	1.371222000000	-0.146145700000	-0.701183900000	1.392067000000	-0.167572700000	-0.757598500000	1.333302000000	-0.045682120000	-0.137402500000	1.215167000000	-0.035598480000	-0.421266200000	1.275794000000	-0.023492680000	-0.762055600000	1.339431000000	-0.051875860000	-0.824573700000	1.285710000000	
36530	336	-0.003332785000	0.332917700000	0.983862900000	0.006643109000	0.191738600000	1.054511000000	-0.068545270000	-0.015325180000	1.172942000000	-0.083604360000	-0.056708430000	1.199497000000	-0.151713400000	0.220076400000	1.115855000000	-0.272590800000	0.185860400000	1.304401000000	-0.433221300000	0.055043210000	1.426011000000	-0.483319800000	-0.016452800000	1.445159000000	0.105782100000	0.098805800000	1.038848000000	0.183025300000	-0.054834010000	0.955090100000	0.199509800000	-0.214004400000	0.855973000000	0.216190100000	-0.261977100000	0.820250700000	-0.160695500000	-0.090613280000	1.248654000000	-0.222254700000	-0.403549400000	1.365107000000	-0.132810600000	-0.695881200000	1.368475000000	-0.152896600000	-0.750830400000	1.307895000000	-0.046922070000	-0.133883500000	1.209555000000	-0.032095750000	-0.417757800000	1.269174000000	-0.014297450000	-0.758535900000	1.331598000000	-0.042297530000	-0.820972100000	1.277641000000	
