###
2013.03.30 19:33:18
Frame Id	Timestamp	HeadX	HeadY	HeadZ	HipCenterX	HipCenterY	HipCenterZ	SpineX	SpineY	SpineZ	ShoulderCenterX	ShoulderCenterY	ShoulderCenterZ	ShoulderLeftX	ShoulderLeftY	ShoulderLeftZ	ElbowLeftX	ElbowLeftY	ElbowLeftZ	WristLeftX	WristLeftY	WristLeftZ	HandLeftX	HandLeftY	HandLeftZ	ShoulderRightX	ShoulderRightY	ShoulderRightZ	ElbowRightX	ElbowRightY	ElbowRightZ	WristRightX	WristRightY	WristRightZ	HandRightX	HandRightY	HandRightZ	HipLeftX	HipLeftY	HipLeftZ	KneeLeftX	KneeLeftY	KneeLeftZ	AnkleLeftX	AnkleLeftY	AnkleLeftZ	FootLeftX	FootLeftY	FootLeftZ	HipRightX	HipRightY	HipRightZ	KneeRightX	KneeRightY	KneeRightZ	AnkleRightX	AnkleRightY	AnkleRightZ	FootRightX	FootRightY	FootRightZ	
1270	0	0.209964200000	0.201939900000	0.996057700000	0.020031840000	-0.198949700000	1.190195000000	0.040552370000	-0.150182700000	1.148397000000	0.128549100000	0.080685470000	0.969500800000	-0.053049880000	0.115419400000	0.990566800000	-0.169797100000	0.027540270000	1.145071000000	-0.243626400000	-0.093523240000	1.304356000000	-0.269764100000	-0.133551200000	1.359981000000	0.052115490000	0.054274780000	0.977544900000	0.255935300000	-0.017991530000	0.882323100000	0.229758500000	0.155737400000	0.919919000000	0.221032900000	0.213647100000	0.936057600000	-0.009648044000	-0.214310100000	1.262367000000	-0.120554500000	-0.525614000000	1.268263000000	-0.205968500000	-0.765363100000	1.259897000000	-0.235747700000	-0.813365600000	1.210796000000	0.013515100000	-0.263176200000	1.180755000000	0.236408000000	-0.450968800000	1.414583000000	0.055319980000	-0.345271100000	1.447703000000	0.127510600000	-0.391776700000	1.453554000000	
1271	36	0.210517300000	0.204723900000	0.996256800000	0.021985350000	-0.185873000000	1.182515000000	0.040415500000	-0.141514900000	1.144434000000	0.127083400000	0.084792970000	0.968946300000	-0.052804530000	0.119634700000	0.992524600000	-0.183375500000	0.045918700000	1.143853000000	-0.257545300000	-0.078850890000	1.309648000000	-0.264093800000	-0.119717500000	1.344601000000	0.153180100000	0.014270200000	0.974760700000	0.288713900000	-0.027135240000	0.861512400000	0.230441900000	0.156434800000	0.919949900000	0.211017900000	0.217624800000	0.943034600000	-0.019741680000	-0.204918000000	1.261367000000	-0.114708600000	-0.521329100000	1.269667000000	-0.187841200000	-0.764992700000	1.263155000000	-0.213585900000	-0.814931600000	1.213714000000	0.025445700000	-0.261618900000	1.175141000000	0.243376900000	-0.450368900000	1.412705000000	0.062294160000	-0.344674300000	1.445830000000	0.134252400000	-0.391505200000	1.451861000000	
1273	100	0.223162100000	0.221115900000	0.996093500000	0.023515360000	-0.179048700000	1.179370000000	0.042600740000	-0.133185000000	1.141524000000	0.138687600000	0.101865300000	0.967026800000	-0.065876530000	0.132394400000	1.008017000000	-0.187023700000	0.050249630000	1.162369000000	-0.259466700000	-0.085170230000	1.320867000000	-0.268339100000	-0.149815400000	1.354176000000	0.150734200000	0.016141180000	0.976001900000	0.288275800000	-0.022303140000	0.864486200000	0.233802200000	0.159301500000	0.919592400000	0.215644300000	0.219836400000	0.941566500000	-0.026744270000	-0.195901300000	1.246383000000	-0.116609000000	-0.459773500000	1.272872000000	-0.210199600000	-0.734585700000	1.290493000000	-0.243454600000	-0.793830400000	1.243325000000	0.035207020000	-0.251766900000	1.178716000000	0.255996000000	-0.447869800000	1.407852000000	0.144737300000	-0.342668500000	1.136932000000	0.215278000000	-0.390731700000	1.147948000000	
1274	136	0.221177500000	0.220773300000	0.996224800000	0.027193590000	-0.173912300000	1.175011000000	0.044545980000	-0.129395400000	1.138688000000	0.136206800000	0.101815400000	0.967231600000	-0.067877670000	0.134854300000	1.011444000000	-0.186309800000	0.052456500000	1.167575000000	-0.256377400000	-0.098227250000	1.313790000000	-0.260297300000	-0.169706300000	1.329411000000	0.153967300000	0.018547570000	0.975334200000	0.291238300000	-0.020603590000	0.863644900000	0.236198300000	0.161274500000	0.919126600000	0.217851600000	0.221900500000	0.941226400000	-0.025357660000	-0.194689500000	1.240256000000	-0.099077870000	-0.514053700000	1.274653000000	-0.155817800000	-0.759857400000	1.288220000000	-0.183832200000	-0.809454100000	1.239658000000	0.043031050000	-0.246481300000	1.178498000000	0.262403500000	-0.446347900000	1.405812000000	0.086002440000	-0.413539700000	1.153124000000	0.152133500000	-0.468594600000	1.150786000000	
1275	168	0.227982300000	0.212528900000	0.981820800000	0.034941970000	-0.165774400000	1.168228000000	0.049587420000	-0.122481300000	1.133357000000	0.132528800000	0.103033500000	0.966674400000	-0.071379690000	0.145517600000	1.016799000000	-0.184515900000	0.055113660000	1.172544000000	-0.244195600000	-0.130805500000	1.280745000000	-0.255741200000	-0.209278900000	1.305617000000	0.159136700000	0.023213820000	0.973999700000	0.294951600000	-0.019619980000	0.861734500000	0.238439800000	0.163488100000	0.918459100000	0.219602500000	0.224524200000	0.940972200000	-0.018305110000	-0.192438200000	1.228477000000	-0.111656700000	-0.452181100000	1.271387000000	-0.208868900000	-0.722666000000	1.306105000000	-0.244478000000	-0.782055000000	1.261327000000	0.056011250000	-0.235692000000	1.177932000000	0.269197100000	-0.444261900000	1.403293000000	0.088919610000	-0.412825200000	1.153473000000	0.154277600000	-0.468772700000	1.150809000000	
1276	200	0.279072600000	0.250962200000	0.960957100000	0.054467060000	-0.146310200000	1.155265000000	0.077087870000	-0.095400620000	1.118763000000	0.179384400000	0.148171400000	0.958887000000	-0.057539000000	0.161639700000	1.012848000000	-0.171268600000	0.063889570000	1.164289000000	-0.229556700000	-0.134436600000	1.251327000000	-0.239210100000	-0.207649400000	1.250822000000	0.224023900000	0.072942510000	0.965422900000	0.293344200000	-0.046709840000	0.846955600000	0.242704000000	0.161817300000	0.915249500000	0.225824000000	0.231326300000	0.941620300000	-0.012203390000	-0.183896900000	1.210758000000	-0.105153700000	-0.440255500000	1.268375000000	-0.201926700000	-0.707157100000	1.318389000000	-0.231893000000	-0.767751100000	1.272162000000	0.077303100000	-0.216764800000	1.172301000000	0.276705400000	-0.438553500000	1.397560000000	0.091129020000	-0.408759100000	1.151932000000	0.155116600000	-0.466337500000	1.150418000000	
1278	268	0.312613800000	0.151366600000	0.932105800000	0.054755830000	-0.151779100000	1.151608000000	0.076557580000	-0.101168500000	1.116700000000	0.179259200000	0.142332500000	0.959728000000	-0.053471650000	0.176136900000	1.016077000000	-0.158161400000	0.057326170000	1.159748000000	-0.201617200000	-0.142406400000	1.178451000000	-0.203011400000	-0.193046400000	1.153706000000	0.057904710000	0.194572600000	0.947428300000	0.227178300000	0.045884300000	0.887377500000	0.252750700000	0.206379400000	0.922849200000	0.261274800000	0.259877800000	0.938278400000	0.031662970000	-0.180373700000	1.171333000000	-0.069431080000	-0.434475700000	1.251681000000	-0.171983600000	-0.692243700000	1.322930000000	-0.212993900000	-0.740967200000	1.279173000000	0.062343880000	-0.187334900000	1.155891000000	0.274783800000	-0.410946600000	1.367799000000	0.074472260000	-0.389578600000	1.134595000000	0.131734700000	-0.435450900000	1.130862000000	
1279	300	0.277634100000	0.154651000000	0.948407300000	0.055890160000	-0.151776500000	1.142812000000	0.074447000000	-0.102334100000	1.111057000000	0.140519600000	0.132988500000	0.962806600000	-0.048540060000	0.189302800000	1.018211000000	-0.152850900000	0.063891100000	1.157068000000	-0.186440000000	-0.130097000000	1.149225000000	-0.182769700000	-0.184187700000	1.108205000000	0.064421380000	0.157930300000	0.968117800000	0.246216500000	0.033673830000	0.885675600000	0.251272700000	0.197516900000	0.915692700000	0.252958100000	0.252131300000	0.929303300000	0.030005930000	-0.178108500000	1.169057000000	-0.070374720000	-0.430445500000	1.246777000000	-0.173079100000	-0.688624000000	1.316132000000	-0.214532300000	-0.740876800000	1.273871000000	0.070555230000	-0.184545600000	1.137396000000	0.279097300000	-0.403016600000	1.358094000000	0.075319600000	-0.394844100000	1.127538000000	0.134826800000	-0.437010400000	1.127776000000	
1280	336	0.279069900000	0.153893400000	0.947670400000	0.056972800000	-0.150510800000	1.136560000000	0.074273120000	-0.101820200000	1.106758000000	0.142078800000	0.133905600000	0.963183400000	-0.042874310000	0.200223400000	1.019341000000	-0.148106900000	0.069605690000	1.153254000000	-0.170985800000	-0.109793100000	1.100281000000	-0.167006700000	-0.166370800000	1.068204000000	0.066031370000	0.156949000000	0.969343500000	0.250472200000	0.038206160000	0.884203000000	0.254117300000	0.202142200000	0.913775900000	0.255332300000	0.256787600000	0.927238000000	0.028804450000	-0.175578500000	1.166359000000	-0.049978880000	-0.434127000000	1.236313000000	-0.131536700000	-0.701780600000	1.298699000000	-0.174236200000	-0.756836200000	1.257184000000	0.072273520000	-0.183381200000	1.130842000000	0.287054100000	-0.397226400000	1.350330000000	0.078415720000	-0.391262600000	1.124859000000	0.153565700000	-0.430461100000	1.109862000000	
1281	368	0.283658800000	0.152768900000	0.945790500000	0.062016350000	-0.142793700000	1.121835000000	0.077133320000	-0.094763860000	1.095111000000	0.146142900000	0.144748200000	0.963289400000	-0.039886870000	0.210706000000	1.022683000000	-0.146512400000	0.074475450000	1.150602000000	-0.162549700000	-0.088597690000	1.071095000000	-0.156298800000	-0.133415100000	1.032390000000	0.068750340000	0.162142700000	0.970441600000	0.253121300000	0.044318410000	0.883673600000	0.256800500000	0.208287500000	0.912892200000	0.258026900000	0.262943900000	0.926235800000	0.031047140000	-0.166753600000	1.154926000000	-0.041233540000	-0.434805200000	1.229679000000	-0.113822500000	-0.703999800000	1.294385000000	-0.155071600000	-0.750444000000	1.250348000000	0.078212380000	-0.176095900000	1.114378000000	0.292842100000	-0.386908000000	1.336976000000	0.135294400000	-0.347819100000	1.073328000000	0.212241200000	-0.386277400000	1.070756000000	
