experimentId
2013.07.02 17:46:54
FrameId	Timestamp	HeadX	HeadY	HeadZ	ShoulderCenterX	ShoulderCenterY	ShoulderCenterZ	SpineX	SpineY	SpineZ	HipCenterX	HipCenterY	HipCenterZ	ShoulderLeftX	ShoulderLeftY	ShoulderLeftZ	ElbowLeftX	ElbowLeftY	ElbowLeftZ	WristLeftX	WristLeftY	WristLeftZ	HandLeftX	HandLeftY	HandLeftZ	ShoulderRightX	ShoulderRightY	ShoulderRightZ	ElbowRightX	ElbowRightY	ElbowRightZ	WristRightX	WristRightY	WristRightZ	HandRightX	HandRightY	HandRightZ	HipLeftX	HipLeftY	HipLeftZ	KneeLeftX	KneeLeftY	KneeLeftZ	AnkleLeftX	AnkleLeftY	AnkleLeftZ	FootLeftX	FootLeftY	FootLeftZ	HipRightX	HipRightY	HipRightZ	KneeRightX	KneeRightY	KneeRightZ	AnkleRightX	AnkleRightY	AnkleRightZ	FootRightX	FootRightY	FootRightZ	Marker1	Marker2	Marker3	Marker4	Marker5
129769	17908	-0.04979211	0.8561926	2.221757	-0.07973605	0.6687257	2.269027	-0.09197117	0.2888469	2.279405	-0.09433757	0.2128077	2.283252	-0.2506931	0.5636777	2.254762	-0.3167973	0.2958476	2.242874	-0.3194411	0.04461999	2.21636	-0.3114071	-0.0545643	2.211071	0.0971583	0.5517205	2.288904	0.258849	0.4796681	2.106697	0.222679	0.6868654	1.98853	0.1882371	0.7922236	1.965717	-0.1748021	0.1374689	2.270101	-0.2261882	-0.4986926	2.373449	-0.2519678	-0.8889542	2.43926	-0.2841866	-0.9483969	2.399881	-0.01909051	0.1298323	2.296157	-0.03118486	-0.5021404	2.401312	-0.06027829	-0.8899211	2.484233	-0.002350831	-0.9576119	2.459483	1	0	0	0	0
129770	17940	-0.05035472	0.8542514	2.218062	-0.08015194	0.6666218	2.265074	-0.09216358	0.2884965	2.276715	-0.09449091	0.2127207	2.280969	-0.2515096	0.5621883	2.250816	-0.3206409	0.2769401	2.237921	-0.3207388	0.04260378	2.214915	-0.3122596	-0.05520225	2.210091	0.0981675	0.5520572	2.28597	0.2654033	0.4915023	2.104758	0.2181668	0.7072842	2.011593	0.1806016	0.8134986	2.000956	-0.17523	0.1372182	2.268441	-0.2263728	-0.49808	2.369677	-0.2519943	-0.8891367	2.438966	-0.2841149	-0.9481838	2.399428	-0.01883799	0.1292755	2.29351	-0.0311883	-0.5019733	2.396486	-0.06034355	-0.8899548	2.483944	-0.002399494	-0.9576868	2.459071	1	0	0	0	0
129771	17972	-0.05157593	0.8541601	2.214272	-0.08124235	0.6667373	2.261788	-0.09252116	0.2886541	2.273805	-0.09470732	0.2129153	2.278344	-0.251778	0.5613132	2.246669	-0.3214706	0.2821967	2.236809	-0.3217923	0.04417747	2.213736	-0.3127313	-0.05501441	2.20965	0.09900279	0.5522475	2.283875	0.2699592	0.4963205	2.105058	0.2131333	0.7172902	2.036531	0.173369	0.8231282	2.031398	-0.1756116	0.1372413	2.266306	-0.2260954	-0.4966889	2.366037	-0.2520055	-0.8891687	2.438972	-0.2835373	-0.9475572	2.397973	-0.01858413	0.1291161	2.290746	-0.03124562	-0.5028644	2.390992	-0.06032023	-0.8902885	2.483318	-0.001972332	-0.9581374	2.459774	1	0	0	0	0
129772	18004	-0.04848047	0.8503571	2.210314	-0.08113423	0.6637931	2.258605	-0.09249023	0.2881462	2.271264	-0.09468304	0.2127793	2.275999	-0.2509011	0.5602148	2.242614	-0.3218659	0.2844107	2.235508	-0.3232715	0.04421988	2.212154	-0.3154354	-0.05511302	2.208614	0.1005504	0.5523629	2.280838	0.2754843	0.5010694	2.104999	0.2080616	0.7227796	2.05489	0.165341	0.8267385	2.068312	-0.1759289	0.1369115	2.263581	-0.2257467	-0.4966705	2.36286	-0.251938	-0.8892576	2.438884	-0.2834724	-0.9474425	2.397853	-0.01831182	0.1287999	2.288837	-0.03113339	-0.5025204	2.38572	-0.06026631	-0.8899131	2.482277	-0.002213831	-0.958028	2.459737	1	0	0	0	0
129773	18036	-0.04902045	0.849754	2.209002	-0.08172148	0.6623712	2.255614	-0.09297507	0.2882201	2.268073	-0.0951502	0.213203	2.272889	-0.2517427	0.559327	2.239154	-0.3226386	0.2863849	2.234003	-0.3248287	0.04344124	2.210186	-0.3170558	-0.05555435	2.206098	0.1014768	0.5526011	2.279284	0.2777633	0.5029484	2.104527	0.2053957	0.7250694	2.070352	0.1582082	0.8251079	2.094374	-0.1769082	0.1373143	2.26041	-0.2256206	-0.4966076	2.359262	-0.2519984	-0.8894857	2.438479	-0.2834241	-0.9474282	2.397661	-0.01828458	0.1283359	2.285888	-0.03137674	-0.5024569	2.379986	-0.06089102	-0.8896204	2.48145	-0.002153176	-0.9581183	2.459791	1	0	0	0	0
129774	18072	-0.04792089	0.8506086	2.207154	-0.08269339	0.6622043	2.250825	-0.09328172	0.2876264	2.264475	-0.09534162	0.2125931	2.269692	-0.2517233	0.5579507	2.235742	-0.3234836	0.2871918	2.232592	-0.3262153	0.04189683	2.208141	-0.3175901	-0.05732659	2.204124	0.1022351	0.5516453	2.276679	0.2803126	0.5040253	2.103453	0.2042649	0.7255729	2.079607	0.1540473	0.8221155	2.110718	-0.1773453	0.1366288	2.257192	-0.2254438	-0.4973205	2.355359	-0.2520719	-0.8902447	2.438143	-0.2834341	-0.9473967	2.397497	-0.01802567	0.127444	2.283293	-0.03121062	-0.5032431	2.373568	-0.0611416	-0.8899438	2.479727	-0.002129236	-0.9581925	2.459865	1	0	0	0	0
129775	18104	-0.04577376	0.8480867	2.200804	-0.08284564	0.6621708	2.248834	-0.09331651	0.28667	2.261604	-0.09534593	0.2114456	2.266759	-0.2514189	0.5572547	2.233255	-0.3240516	0.2883774	2.230224	-0.3274072	0.04131536	2.206289	-0.3188353	-0.06078206	2.202457	0.1025728	0.5508129	2.273833	0.2822995	0.5036991	2.102522	0.1762172	0.7451698	2.120994	0.1377684	0.8152835	2.167405	-0.1773941	0.1352521	2.254177	-0.2254782	-0.5007482	2.350807	-0.2511439	-0.8927671	2.440173	-0.2835338	-0.9474622	2.397285	-0.0178725	0.1264373	2.28034	-0.03075812	-0.506833	2.366968	-0.06443958	-0.8968273	2.4849	-0.002154106	-0.9585316	2.460252	1	0	0	0	0
129776	18136	-0.04608945	0.8472071	2.198201	-0.08168657	0.6611703	2.246608	-0.09273697	0.2856949	2.258699	-0.09489137	0.2105091	2.263824	-0.2495452	0.556444	2.229864	-0.3246781	0.2894803	2.227732	-0.3279477	0.0403253	2.204947	-0.3206424	-0.06015076	2.200321	0.1030837	0.5501881	2.271595	0.2840706	0.5020911	2.102248	0.1742743	0.7415086	2.126722	0.1374412	0.8010198	2.172934	-0.1773433	0.1345499	2.250868	-0.2248746	-0.5009671	2.344695	-0.2509083	-0.8927763	2.439886	-0.2839032	-0.9475383	2.397058	-0.01727813	0.1256863	2.27761	-0.03049164	-0.505914	2.359636	-0.0635666	-0.8948686	2.479786	-0.001415898	-0.9593217	2.461338	1	0	0	0	0
129777	18168	-0.04443448	0.8442398	2.190619	-0.08061215	0.6603542	2.243096	-0.09213916	0.2830364	2.254887	-0.09439799	0.2074356	2.260014	-0.2471536	0.5562167	2.226219	-0.3253106	0.2894384	2.226108	-0.3292684	0.04071354	2.202852	-0.3220866	-0.05891462	2.196004	0.1029868	0.5479369	2.266917	0.2865042	0.4996386	2.100985	0.1765873	0.7027483	2.126422	0.1271414	0.7871184	2.183379	-0.1766585	0.1321619	2.247209	-0.2234271	-0.5042894	2.337663	-0.2505946	-0.8928504	2.439556	-0.2841058	-0.9475823	2.396543	-0.01718254	0.1234224	2.274316	-0.0305526	-0.5058351	2.351906	-0.06473282	-0.898811	2.483004	-0.001304249	-0.9595418	2.461468	1	0	0	0	0
129778	18200	-0.04451594	0.8416505	2.186629	-0.08050004	0.6575905	2.23887	-0.09205651	0.2798347	2.250692	-0.09432098	0.204215	2.255956	-0.2445004	0.5557063	2.222996	-0.3251959	0.289135	2.224797	-0.3301156	0.03952962	2.199863	-0.3234647	-0.05866497	2.193213	0.1028032	0.5462255	2.262487	0.2866665	0.4936205	2.098646	0.1786007	0.6972998	2.126073	0.1246374	0.7753734	2.187704	-0.1761278	0.1297375	2.2436	-0.2229798	-0.5052259	2.331706	-0.2508625	-0.8933737	2.439158	-0.2842458	-0.9476607	2.396468	-0.01750079	0.120987	2.270128	-0.03115112	-0.5064903	2.344793	-0.06521575	-0.8996071	2.483007	-0.001319261	-0.9597086	2.461481	1	0	0	0	0
129779	18236	-0.04417402	0.8404443	2.183834	-0.07984717	0.6557798	2.235041	-0.0914349	0.2785347	2.247071	-0.09371427	0.2030312	2.252449	-0.2436476	0.5555327	2.22096	-0.3250198	0.2884558	2.223579	-0.330707	0.0383707	2.197783	-0.3230943	-0.05996194	2.19113	0.1024836	0.5476353	2.255861	0.2861033	0.4856635	2.095737	0.1743584	0.6877627	2.120998	0.1243401	0.7677414	2.183496	-0.175738	0.1285644	2.240478	-0.2216742	-0.5066978	2.326627	-0.2507307	-0.8939922	2.439042	-0.2842731	-0.9478124	2.395808	-0.01656657	0.1203358	2.26585	-0.03157921	-0.5057504	2.337055	-0.06568652	-0.9001338	2.483026	-0.001885944	-0.9598091	2.457134	1	0	0	0	0
129780	18268	-0.04581575	0.837425	2.178366	-0.0790182	0.652155	2.229123	-0.09122103	0.2762986	2.243024	-0.09360209	0.2010481	2.248794	-0.2429525	0.5549468	2.218795	-0.3252783	0.2874804	2.222429	-0.3316946	0.02847584	2.19379	-0.3227358	-0.06097253	2.189989	0.1021864	0.5479928	2.250685	0.2804471	0.4713933	2.090924	0.1757073	0.6781468	2.110866	0.1424048	0.7508524	2.135302	-0.1749408	0.1265815	2.237536	-0.221207	-0.5061015	2.321185	-0.2503814	-0.8948052	2.439078	-0.2843423	-0.9478374	2.395799	-0.01737252	0.1189498	2.261781	-0.03165022	-0.5026361	2.327673	-0.06579971	-0.9002916	2.482973	-0.001818696	-0.960008	2.455384	1	0	0	0	0
129781	18304	-0.04696968	0.8365822	2.175288	-0.07864169	0.6509117	2.225806	-0.09093798	0.2757775	2.239508	-0.09335323	0.2006903	2.245296	-0.2429317	0.5547098	2.217353	-0.3252226	0.2875788	2.221974	-0.3323367	0.02953268	2.193158	-0.3225309	-0.06174402	2.189269	0.1014543	0.5484509	2.243214	0.2741985	0.4645095	2.08063	0.1686278	0.6945754	2.110821	0.1334376	0.7712641	2.125706	-0.1750494	0.1262434	2.234974	-0.220806	-0.5080332	2.319127	-0.2503169	-0.8950269	2.438527	-0.2845088	-0.947749	2.395414	-0.01668418	0.1188877	2.257071	-0.03158786	-0.5033388	2.324752	-0.06576799	-0.9002171	2.482021	-0.002691045	-0.9597075	2.453825	1	0	0	0	0
129782	18336	-0.04695072	0.8373421	2.171963	-0.07714981	0.6513424	2.222339	-0.09051153	0.2756612	2.236141	-0.09313818	0.2004852	2.241973	-0.2423199	0.5547364	2.215741	-0.3244133	0.287917	2.220748	-0.3322191	0.02511576	2.191381	-0.3227918	-0.06773528	2.188382	0.1015493	0.5483539	2.233486	0.2664046	0.4593262	2.064439	0.1360801	0.719609	2.175417	0.1192084	0.7980047	2.198979	-0.1751703	0.1262025	2.233041	-0.2211109	-0.5090137	2.317837	-0.2503679	-0.895309	2.438284	-0.2846112	-0.9478157	2.395438	-0.01645357	0.1190785	2.252104	-0.03231412	-0.5041349	2.322245	-0.06585661	-0.9003997	2.481698	-0.00335444	-0.9594127	2.452091	1	0	0	0	0
129783	18372	-0.04729241	0.8401495	2.169463	-0.07513636	0.651916	2.216043	-0.09078086	0.2746601	2.231738	-0.0938061	0.1992154	2.237836	-0.2420035	0.5549889	2.214815	-0.3236709	0.2883358	2.219799	-0.3317121	0.02301435	2.190705	-0.3226896	-0.06592301	2.187022	0.09887902	0.5363176	2.22091	0.259461	0.457071	2.041474	0.1363775	0.7176327	2.158976	0.09534959	0.8044865	2.202965	-0.1760492	0.1257443	2.231081	-0.2209679	-0.5092932	2.317671	-0.2511575	-0.8949827	2.436027	-0.2847934	-0.94778	2.394443	-0.01747174	0.1179731	2.246157	-0.03270825	-0.5048787	2.321494	-0.0662341	-0.8985811	2.477649	-0.003371465	-0.9593934	2.451687	1	0	0	0	0
129784	18404	-0.04823512	0.8428242	2.164581	-0.07243553	0.6536714	2.21031	-0.09019212	0.2752003	2.227817	-0.09357407	0.1995658	2.234329	-0.2418063	0.5553339	2.214514	-0.3230124	0.2884864	2.219574	-0.3321068	0.02591091	2.190139	-0.3230133	-0.06211083	2.186239	0.09803016	0.5375798	2.207366	0.2509443	0.4522043	2.013906	0.1565396	0.7382638	2.097969	0.1250713	0.833617	2.130811	-0.1761811	0.1262584	2.22991	-0.2211251	-0.5066193	2.316827	-0.2533456	-0.8955262	2.435812	-0.2853033	-0.9484124	2.393041	-0.01744494	0.1187759	2.240087	-0.03205202	-0.5072805	2.322434	-0.06604105	-0.8997921	2.479403	-0.003213507	-0.9593968	2.451524	1	0	0	0	0
129785	18440	-0.04676033	0.8450386	2.160486	-0.07103007	0.6560202	2.206515	-0.0898886	0.276584	2.225052	-0.09349765	0.2007587	2.231855	-0.2416967	0.5556151	2.213793	-0.3220248	0.2882818	2.219647	-0.3315638	0.03215265	2.19026	-0.3221799	-0.06050349	2.18507	0.09717742	0.5367991	2.192729	0.239563	0.4651713	1.98268	0.1724397	0.7068017	1.981459	0.1500653	0.7873452	1.985873	-0.1763619	0.1273128	2.229165	-0.221311	-0.504896	2.317292	-0.2517798	-0.8933681	2.432433	-0.2852554	-0.9473703	2.392306	-0.01750498	0.1205709	2.235805	-0.03160034	-0.5060392	2.322886	-0.06253866	-0.8940636	2.472167	-0.002505526	-0.9591359	2.450725	1	0	0	0	0
129786	18472	-0.0466436	0.849081	2.155653	-0.06581423	0.6590173	2.200728	-0.0891602	0.2783904	2.222768	-0.093321	0.2023707	2.230071	-0.2409308	0.5585313	2.212385	-0.3200245	0.2887933	2.221134	-0.3301734	0.03955165	2.191404	-0.3206268	-0.05181681	2.183692	0.09766963	0.5352591	2.175853	0.2318474	0.4923499	1.933408	0.1998287	0.715424	1.855036	0.1879874	0.7302008	1.879691	-0.1765525	0.1296108	2.228905	-0.2213619	-0.5030079	2.31884	-0.252338	-0.8938932	2.432636	-0.2856309	-0.9466553	2.390753	-0.01802675	0.1220356	2.233166	-0.03176053	-0.5085419	2.326931	-0.06606166	-0.89968	2.480096	-0.002243406	-0.9591534	2.450851	1	0	0	0	0
129787	18504	-0.04595071	0.85321	2.153116	-0.06249285	0.6624928	2.197324	-0.08857462	0.2798313	2.221703	-0.09313615	0.2034616	2.229412	-0.2378373	0.5632502	2.210457	-0.3173469	0.2918599	2.22353	-0.3290704	0.0429653	2.192508	-0.3190381	-0.04597114	2.184534	0.09540574	0.5383354	2.168401	0.2147902	0.522301	1.911837	0.2199522	0.7039448	1.749559	0.2157602	0.7798499	1.714994	-0.1754565	0.132936	2.230047	-0.2219518	-0.4966901	2.321567	-0.2500301	-0.8917775	2.429581	-0.2855453	-0.9455256	2.390905	-0.01934488	0.1241509	2.231209	-0.03030603	-0.5076028	2.331621	-0.06449316	-0.8979556	2.478922	-0.001534903	-0.958719	2.449557	1	0	0	0	0
129788	18540	-0.04329484	0.8556222	2.150141	-0.06097595	0.6651796	2.194741	-0.08773232	0.2820444	2.22096	-0.09255937	0.2055118	2.229078	-0.2334912	0.568696	2.208837	-0.3156577	0.292112	2.225144	-0.3273208	0.04603133	2.194971	-0.3181971	-0.04236978	2.185733	0.09393513	0.5401885	2.159153	0.2005031	0.554369	1.907627	0.2105515	0.7376912	1.709814	0.2098751	0.8006574	1.654991	-0.1738735	0.1379026	2.231966	-0.2214611	-0.4947974	2.323496	-0.2501977	-0.8908997	2.426817	-0.2855965	-0.9448725	2.388355	-0.01959277	0.1266768	2.230395	-0.02932215	-0.5088241	2.338827	-0.05906536	-0.8940324	2.473896	-0.001169881	-0.9584322	2.449111	1	0	0	0	0
129789	18572	-0.04080573	0.8591607	2.145718	-0.0582798	0.6683884	2.18965	-0.0859331	0.2861744	2.219222	-0.09105496	0.2098234	2.228038	-0.2291442	0.5744885	2.207104	-0.3111703	0.3008189	2.228297	-0.3242651	0.05093232	2.199075	-0.3137007	-0.03161667	2.192693	0.0929251	0.5469443	2.155509	0.1919547	0.6094395	1.887828	0.2000464	0.7043141	1.642827	0.2016689	0.7364391	1.565807	-0.1714811	0.1436495	2.232561	-0.2211741	-0.4926062	2.326346	-0.2501738	-0.8876866	2.424277	-0.2843772	-0.9430116	2.385714	-0.01929828	0.1328016	2.22926	-0.02712617	-0.5084466	2.344565	-0.05675015	-0.8902391	2.470295	-0.0005570066	-0.9568712	2.445236	1	0	0	0	0
129790	18608	-0.03806928	0.8597468	2.140594	-0.05712481	0.6697338	2.185859	-0.08458313	0.2886799	2.218076	-0.08971905	0.2126157	2.227431	-0.2280895	0.57669	2.206295	-0.3075128	0.3074319	2.230177	-0.3217201	0.0546641	2.201909	-0.3129586	-0.02788592	2.193437	0.0924344	0.549698	2.154681	0.1810946	0.6051704	1.899587	0.2054447	0.7059184	1.640775	0.2106933	0.7388266	1.564273	-0.1697945	0.1466548	2.232569	-0.2203303	-0.4904835	2.32897	-0.2508068	-0.8864565	2.422123	-0.2840933	-0.9420523	2.383862	-0.01852997	0.1359254	2.229321	-0.02482964	-0.5091993	2.349676	-0.05447473	-0.8901794	2.469102	4.557462E-005	-0.9566438	2.444271	1	0	0	0	0
129791	18640	-0.03879118	0.8608159	2.13613	-0.0561691	0.6711172	2.182421	-0.08405776	0.2903877	2.216951	-0.08932692	0.214336	2.226738	-0.2274885	0.5794014	2.205026	-0.3063397	0.3108872	2.231916	-0.3205596	0.0583881	2.205212	-0.3121411	-0.02408457	2.195845	0.09029321	0.5524766	2.154603	0.1739719	0.576501	1.908768	0.2054499	0.6482245	1.673562	0.215371	0.6771992	1.595958	-0.1690579	0.1487667	2.231905	-0.2197305	-0.4844572	2.331989	-0.2511796	-0.885278	2.420717	-0.283679	-0.9409178	2.381788	-0.01874571	0.1384999	2.229318	-0.02454842	-0.5095514	2.350653	-0.05324925	-0.8905826	2.469085	0.0004206923	-0.9565041	2.443589	1	0	0	0	0
129792	18676	-0.04083019	0.8617227	2.131271	-0.05661229	0.6729761	2.179855	-0.08383023	0.2922633	2.215871	-0.08905873	0.2161837	2.226014	-0.227998	0.5810736	2.204049	-0.3055753	0.3109677	2.23313	-0.3187975	0.06254794	2.209286	-0.3106659	-0.01984881	2.199168	0.08583249	0.55906	2.154428	0.1820915	0.5317544	1.893902	0.2088532	0.6086939	1.659837	0.2159971	0.6566262	1.591946	-0.1682809	0.1505084	2.231218	-0.2196091	-0.4839524	2.333616	-0.2517899	-0.8847458	2.419825	-0.283775	-0.9409779	2.381638	-0.01904739	0.141688	2.229195	-0.02389012	-0.5079219	2.35079	-0.05188934	-0.8917164	2.468863	0.0009774273	-0.9562612	2.441808	1	0	0	0	0
129793	18708	-0.04081296	0.8634549	2.130024	-0.05647909	0.6742893	2.177791	-0.08334903	0.2938989	2.214741	-0.08856519	0.2178475	2.225164	-0.2285374	0.5814014	2.203411	-0.3050987	0.3116754	2.234495	-0.3169188	0.06534554	2.212315	-0.3105335	-0.01711158	2.201493	0.08457562	0.5644714	2.152629	0.1868668	0.4893838	1.882427	0.2120153	0.5641457	1.647418	0.1991542	0.5955413	1.539792	-0.16763	0.1518357	2.230232	-0.2189917	-0.4828081	2.334624	-0.2518371	-0.884756	2.419852	-0.2838013	-0.9408292	2.381262	-0.01879679	0.1434651	2.229112	-0.02327014	-0.5079163	2.351222	-0.05107684	-0.8925198	2.468873	0.001216803	-0.9557316	2.439917	1	0	0	0	0
129794	18740	-0.04414748	0.8626012	2.123502	-0.05640888	0.6753632	2.175721	-0.0829054	0.2955136	2.213486	-0.088085	0.2195588	2.224148	-0.2293761	0.5815456	2.202322	-0.3043493	0.3118549	2.235694	-0.3163908	0.06577881	2.214363	-0.3093353	-0.01671037	2.204254	0.08524969	0.5666313	2.151754	0.1872697	0.44197	1.899123	0.2207351	0.4860301	1.657059	0.1957653	0.4891967	1.542314	-0.1673943	0.1527169	2.229428	-0.2188733	-0.4827257	2.335388	-0.2520565	-0.8840177	2.419067	-0.28405	-0.9409726	2.380775	-0.01827885	0.1448244	2.228765	-0.02199461	-0.5060714	2.351596	-0.05047112	-0.8925675	2.468446	0.001204802	-0.9552734	2.438998	1	0	0	0	0
129795	18776	-0.04660788	0.8619592	2.117475	-0.0575427	0.6763675	2.173058	-0.08245274	0.2969684	2.212124	-0.08737445	0.2211549	2.223009	-0.2302401	0.581285	2.201334	-0.3041979	0.3119482	2.236192	-0.3167211	0.06647696	2.216212	-0.3104625	-0.0162927	2.208098	0.08710185	0.5683779	2.151042	0.163911	0.4188863	1.959524	0.1994194	0.3725674	1.633595	0.1709688	0.4445239	1.602472	-0.1670159	0.1533112	2.228525	-0.2187943	-0.4829597	2.336156	-0.2524945	-0.8839185	2.418817	-0.2842838	-0.9411973	2.380693	-0.01711222	0.1460118	2.228326	-0.02131008	-0.5048144	2.351701	-0.04982752	-0.8922817	2.467942	0.001226248	-0.9550444	2.438589	1	0	0	0	0
129796	18808	-0.04860374	0.860833	2.113099	-0.05752218	0.6769563	2.172075	-0.08186771	0.2980471	2.211115	-0.08667716	0.2223184	2.222089	-0.2308253	0.5812799	2.200453	-0.3040241	0.3117465	2.236902	-0.3170111	0.06718372	2.21731	-0.3102616	-0.01549383	2.20892	0.09004174	0.5681784	2.150265	0.1683798	0.4022278	1.976357	0.195857	0.3350479	1.65345	0.1913766	0.2522269	1.661944	-0.1668332	0.1536027	2.227924	-0.2188382	-0.4827645	2.336431	-0.2528299	-0.8838872	2.418814	-0.2842521	-0.9413568	2.380609	-0.01589501	0.1467159	2.227671	-0.02092072	-0.5031401	2.351677	-0.04974093	-0.8923857	2.467774	0.001123089	-0.9545544	2.437464	1	0	0	0	0
129797	18840	-0.05038216	0.860381	2.109761	-0.05826064	0.6773124	2.170296	-0.08173934	0.298505	2.210348	-0.08644744	0.2227811	2.221495	-0.2313056	0.5809401	2.199195	-0.3040492	0.3113582	2.237391	-0.3173786	0.06712358	2.21765	-0.3102808	-0.01553144	2.209366	0.09711862	0.5624792	2.147169	0.1734806	0.3788654	1.995082	0.1951361	0.2192581	1.707761	0.1819322	0.1387825	1.690435	-0.1669203	0.1535967	2.227622	-0.2189974	-0.4828438	2.336654	-0.2533033	-0.8845176	2.420083	-0.2844478	-0.9415814	2.380544	-0.01499947	0.1466054	2.227142	-0.02087104	-0.5030869	2.351763	-0.04868411	-0.8915921	2.466166	0.001058274	-0.9545226	2.437322	1	0	0	0	0
129798	18872	-0.05185263	0.8592692	2.106767	-0.05814473	0.6772292	2.169246	-0.08143341	0.298539	2.209875	-0.08612307	0.222826	2.221151	-0.231253	0.5807442	2.197316	-0.3042806	0.3101777	2.237222	-0.3175663	0.06782981	2.217795	-0.3103129	-0.01479281	2.209533	0.09969743	0.5595176	2.147455	0.1878933	0.3319212	2.006909	0.1952623	0.1556127	1.767842	0.1934455	0.07513864	1.746208	-0.1667508	0.1534301	2.227479	-0.2191038	-0.4835124	2.337187	-0.2538542	-0.8845168	2.420147	-0.2844993	-0.9416092	2.380422	-0.01435864	0.1462126	2.226689	-0.01907488	-0.4927705	2.350127	-0.04851454	-0.8911402	2.465378	0.001118222	-0.9542734	2.436885	1	0	0	0	0
129799	18904	-0.05192038	0.8583834	2.104026	-0.05851275	0.6762049	2.166279	-0.08079179	0.2984534	2.208747	-0.08534174	0.2228485	2.220279	-0.2310716	0.5800144	2.19546	-0.3043399	0.3093351	2.237246	-0.3176638	0.06762844	2.217779	-0.3102131	-0.01495733	2.209477	0.1023758	0.557143	2.149226	0.1873801	0.3001223	2.038184	0.1942327	0.1035151	1.842519	0.1889228	0.02170056	1.827585	-0.166334	0.153015	2.226873	-0.2189605	-0.4831624	2.337179	-0.2543833	-0.8838413	2.41982	-0.2845156	-0.941611	2.380399	-0.01265572	0.1456502	2.225928	-0.01942201	-0.4935991	2.350639	-0.04782439	-0.8905734	2.464576	0.001163945	-0.954136	2.436704	1	0	0	0	0
129800	18940	-0.05359425	0.8583528	2.104537	-0.05514295	0.6739244	2.16303	-0.07950701	0.2975507	2.207597	-0.08436284	0.2221712	2.219519	-0.2301317	0.5790413	2.192585	-0.3044176	0.3091867	2.236957	-0.3172376	0.06719793	2.217589	-0.3099493	-0.01538958	2.209281	0.1038139	0.5558867	2.150993	0.187386	0.2852947	2.071412	0.1867124	0.06532004	1.910352	0.1820543	-0.0229025	1.896967	-0.1655478	0.1522069	2.226383	-0.2189832	-0.4831098	2.337174	-0.253637	-0.8830015	2.419432	-0.2845654	-0.9416185	2.380763	-0.01191515	0.1445857	2.22541	-0.01927179	-0.494692	2.351158	-0.04783882	-0.8903499	2.464805	0.001144099	-0.9540815	2.436637	1	0	0	0	0
129801	18972	-0.0525489	0.8570027	2.102949	-0.05397152	0.6726527	2.161617	-0.07856318	0.2970098	2.206728	-0.08349705	0.2217758	2.218844	-0.2301582	0.5788296	2.191065	-0.3044778	0.3081037	2.235804	-0.3171395	0.06682201	2.217049	-0.3085473	-0.01925624	2.206731	0.1052557	0.5530824	2.153322	0.1825412	0.2665598	2.103649	0.1807764	0.04418138	1.977836	0.1732993	-0.04238138	1.965533	-0.1651694	0.1516325	2.226037	-0.2191731	-0.483258	2.337229	-0.2546355	-0.883409	2.420281	-0.2843868	-0.9415302	2.38073	-0.0105374	0.1435683	2.224688	-0.01927439	-0.4953085	2.351237	-0.04765598	-0.8891562	2.464043	0.001218269	-0.954044	2.436545	1	0	0	0	0
129802	19004	-0.05081212	0.8540955	2.098256	-0.05262567	0.6714069	2.159916	-0.07754353	0.2957482	2.205748	-0.08255124	0.2205586	2.218083	-0.229745	0.5784581	2.188952	-0.3047063	0.3073672	2.233484	-0.3171284	0.06850872	2.21563	-0.3076333	-0.02136534	2.205436	0.1058546	0.5519193	2.15504	0.1757782	0.258914	2.13369	0.1786429	0.02469429	2.034645	0.1667028	-0.06975804	2.028862	-0.1643034	0.1502436	2.22534	-0.2189731	-0.4832942	2.337441	-0.2548905	-0.8833387	2.421075	-0.2841909	-0.9413708	2.380604	-0.009750637	0.1420157	2.224288	-0.01882051	-0.4952166	2.351102	-0.04797184	-0.8890569	2.463859	0.001206121	-0.9541347	2.436993	1	0	0	0	0
129803	19036	-0.04858869	0.8527069	2.096771	-0.05213051	0.6701886	2.158716	-0.07655521	0.2949753	2.204882	-0.0814663	0.2198749	2.217334	-0.2292838	0.5779646	2.187184	-0.3046679	0.3065957	2.231833	-0.316607	0.06879839	2.214392	-0.3064038	-0.02560368	2.202652	0.106506	0.5517197	2.158136	0.1746637	0.2564085	2.154221	0.1756709	0.02172921	2.089315	0.1625823	-0.07614179	2.086327	-0.1633711	0.1492744	2.224386	-0.2190778	-0.4834564	2.337443	-0.2549445	-0.8832322	2.421109	-0.2841751	-0.940883	2.379993	-0.00840611	0.1412612	2.224015	-0.01886259	-0.4966654	2.351387	-0.04798067	-0.8886441	2.463467	0.001407498	-0.9541777	2.436823	1	0	0	0	0
