experimentId
2013.07.02 17:46:54
FrameId	Timestamp	HeadX	HeadY	HeadZ	ShoulderCenterX	ShoulderCenterY	ShoulderCenterZ	SpineX	SpineY	SpineZ	HipCenterX	HipCenterY	HipCenterZ	ShoulderLeftX	ShoulderLeftY	ShoulderLeftZ	ElbowLeftX	ElbowLeftY	ElbowLeftZ	WristLeftX	WristLeftY	WristLeftZ	HandLeftX	HandLeftY	HandLeftZ	ShoulderRightX	ShoulderRightY	ShoulderRightZ	ElbowRightX	ElbowRightY	ElbowRightZ	WristRightX	WristRightY	WristRightZ	HandRightX	HandRightY	HandRightZ	HipLeftX	HipLeftY	HipLeftZ	KneeLeftX	KneeLeftY	KneeLeftZ	AnkleLeftX	AnkleLeftY	AnkleLeftZ	FootLeftX	FootLeftY	FootLeftZ	HipRightX	HipRightY	HipRightZ	KneeRightX	KneeRightY	KneeRightZ	AnkleRightX	AnkleRightY	AnkleRightZ	FootRightX	FootRightY	FootRightZ	Marker1	Marker2	Marker3	Marker4	Marker5
129242	340	-0.2966638	0.8499626	2.289644	-0.2422313	0.668849	2.325012	-0.2524853	0.279369	2.340535	-0.2543271	0.2012547	2.347124	-0.3996882	0.56509	2.438337	-0.4267128	0.3560306	2.515301	-0.4306376	0.1377752	2.589782	-0.4365911	0.1013168	2.600468	-0.1052851	0.5327494	2.283163	-0.02038744	0.247957	2.235458	-0.03508146	-0.004785987	2.182882	-0.04576512	-0.1074346	2.151697	-0.3235849	0.1289932	2.371663	-0.3153154	-0.5138626	2.451999	-0.2853212	-0.8805603	2.458529	-0.2914702	-0.9340277	2.385897	-0.1890917	0.1325309	2.324351	-0.1353859	-0.5373749	2.368968	-0.07598081	-0.9029222	2.490922	-0.004263903	-0.957486	2.445524	0	0	0	0	0
129243	372	-0.295463	0.8508953	2.290695	-0.2415566	0.6692173	2.325183	-0.2526977	0.2803375	2.339801	-0.2548834	0.2026001	2.346014	-0.3996308	0.5651519	2.438865	-0.4267421	0.3559965	2.515572	-0.4306578	0.1377761	2.590085	-0.4366138	0.1012657	2.600784	-0.1042978	0.5339793	2.283169	-0.02715351	0.2434023	2.242441	-0.04582756	-0.006658656	2.193609	-0.05838504	-0.1113724	2.167568	-0.3247121	0.1305764	2.370479	-0.315238	-0.5138875	2.451962	-0.2852914	-0.8809196	2.458647	-0.2913529	-0.9339461	2.385471	-0.1896071	0.1332662	2.322944	-0.1351696	-0.5385078	2.369499	-0.0739994	-0.9042324	2.491019	-0.00427917	-0.9575351	2.445534	0	0	0	0	0
129244	404	-0.2969955	0.8484022	2.291644	-0.2399248	0.6673341	2.325353	-0.2529064	0.2805859	2.33932	-0.2554841	0.2032931	2.345193	-0.3992438	0.5650349	2.438917	-0.4264401	0.3558559	2.515488	-0.4303524	0.1376734	2.590016	-0.4363109	0.1010581	2.600753	-0.1038614	0.5339295	2.283096	-0.03887818	0.2696953	2.256883	-0.06070479	-0.01923257	2.203067	-0.07281227	-0.1208966	2.179275	-0.3256102	0.1310698	2.36982	-0.3152223	-0.514326	2.451903	-0.2850025	-0.8808109	2.458696	-0.291752	-0.9341339	2.386398	-0.1906304	0.134204	2.321406	-0.135097	-0.538475	2.369344	-0.07558341	-0.9013321	2.488812	-0.004257743	-0.9575167	2.445512	0	0	0	0	0
129245	436	-0.2949959	0.8493273	2.291893	-0.2393223	0.667582	2.325071	-0.2537114	0.282684	2.338345	-0.2568774	0.2061085	2.344074	-0.3996512	0.5657799	2.441281	-0.4411627	0.3892218	2.563145	-0.4360811	0.1638514	2.61727	-0.4442697	0.1521807	2.62467	-0.103522	0.534313	2.283295	-0.04111355	0.2742637	2.25977	-0.07378862	0.03172038	2.223291	-0.08056203	-0.07708501	2.20436	-0.3275088	0.1331108	2.369205	-0.3151295	-0.5146626	2.451925	-0.2848586	-0.8810464	2.458823	-0.2916737	-0.9340788	2.386041	-0.1921306	0.1367168	2.319896	-0.1349638	-0.538435	2.369449	-0.07621785	-0.9005473	2.488843	-0.003618873	-0.958025	2.44667	0	0	0	0	0
129246	472	-0.2950072	0.8465809	2.291803	-0.2383533	0.6653035	2.325435	-0.2538731	0.2828995	2.338147	-0.2572475	0.2067097	2.343732	-0.3993061	0.5653213	2.441172	-0.4399028	0.3866088	2.560654	-0.4349752	0.1614824	2.615435	-0.4431353	0.1504996	2.622408	-0.1031717	0.5343826	2.283372	-0.04450697	0.2768245	2.263767	-0.08979844	0.006993333	2.229039	-0.09363597	-0.1019512	2.210043	-0.3279798	0.133379	2.369158	-0.3145426	-0.515202	2.451986	-0.2850924	-0.8808542	2.458779	-0.2919293	-0.9340361	2.386573	-0.1927461	0.1376451	2.318858	-0.1347676	-0.538393	2.36923	-0.07608844	-0.9017184	2.489397	-0.003829974	-0.958168	2.446376	0	0	0	0	0
129247	504	-0.2940975	0.8467741	2.291487	-0.2381989	0.6653414	2.325347	-0.2538991	0.2837971	2.337574	-0.2573206	0.2078233	2.343108	-0.3987881	0.565415	2.440649	-0.4388321	0.3853509	2.558565	-0.433809	0.1603007	2.613434	-0.4420213	0.150366	2.620051	-0.101768	0.5347368	2.283352	-0.04690038	0.2810926	2.268692	-0.08461109	0.04899071	2.239933	-0.08878916	-0.06064775	2.225657	-0.3281154	0.1336762	2.368924	-0.3144692	-0.5152759	2.451937	-0.2851309	-0.8806855	2.458787	-0.2919198	-0.9340585	2.386565	-0.1927842	0.1391834	2.317828	-0.1345856	-0.5384661	2.369312	-0.07541846	-0.9012964	2.488611	-0.003828327	-0.9581256	2.446502	0	0	0	0	0
129248	536	-0.2937093	0.8469603	2.291016	-0.2380866	0.6655173	2.325094	-0.2538545	0.2841499	2.337152	-0.2572695	0.2081478	2.342737	-0.3985258	0.5652793	2.44042	-0.4383411	0.3845074	2.557454	-0.4333126	0.1595621	2.61251	-0.441534	0.1499365	2.618965	-0.1012315	0.5346614	2.283362	-0.04748216	0.2819573	2.269627	-0.08499001	0.05002326	2.238522	-0.09054109	-0.05946208	2.223644	-0.3281198	0.1337264	2.368825	-0.3144634	-0.5152943	2.451826	-0.2849842	-0.8807088	2.459382	-0.3663405	-0.9163197	2.404785	-0.1926587	0.1395772	2.317208	-0.1341315	-0.5379665	2.369209	-0.07362005	-0.9014391	2.488949	-0.0031603	-0.9582104	2.446089	0	0	0	0	0
129249	568	-0.2928339	0.8484343	2.291096	-0.2377691	0.6665719	2.324629	-0.2533605	0.2853013	2.336412	-0.2567107	0.2092341	2.342029	-0.3985142	0.5652755	2.440418	-0.4383075	0.3843472	2.557191	-0.4332711	0.1594671	2.612305	-0.4414958	0.149861	2.618731	-0.1002949	0.5351011	2.283647	-0.04712022	0.282967	2.271428	-0.08167398	0.05085745	2.237273	-0.08782502	-0.05836464	2.220862	-0.3277431	0.13471	2.368123	-0.3144006	-0.5151877	2.451761	-0.2852134	-0.8812238	2.459996	-0.375409	-0.9053799	2.413618	-0.1919437	0.1401702	2.316617	-0.1339917	-0.5371195	2.369323	-0.07465084	-0.9005533	2.489156	-0.00312955	-0.9581912	2.446006	0	0	0	0	0
129250	600	-0.2928394	0.8484362	2.291038	-0.237799	0.6665797	2.324647	-0.2533405	0.2852911	2.336317	-0.2566576	0.2092064	2.341899	-0.3972524	0.5649326	2.438587	-0.4368327	0.3830298	2.554121	-0.4317138	0.1582654	2.609443	-0.4399773	0.1492298	2.615618	-0.09994605	0.5350507	2.28373	-0.04570824	0.2830259	2.273253	-0.06997128	0.03932083	2.231357	-0.07743353	-0.06921683	2.211408	-0.3276202	0.1347622	2.367811	-0.314304	-0.515219	2.451668	-0.2850705	-0.8811446	2.459883	-0.2885511	-0.9341891	2.380022	-0.1918694	0.1401512	2.316527	-0.1336706	-0.5356042	2.368647	-0.07534979	-0.9000245	2.488856	-0.003134089	-0.958128	2.446023	0	0	0	0	0
129251	636	-0.2914923	0.8496813	2.290961	-0.2373986	0.6674166	2.324321	-0.2525041	0.285467	2.335726	-0.2556288	0.2092217	2.341254	-0.3972577	0.564931	2.438591	-0.4368673	0.3830248	2.554039	-0.4317448	0.1583172	2.609387	-0.4400082	0.149209	2.615571	-0.09944399	0.5355688	2.283725	-0.04316611	0.283126	2.274286	-0.06440543	0.03773933	2.228138	-0.06646796	-0.07015784	2.203939	-0.3264854	0.134861	2.366584	-0.3138852	-0.5155433	2.451642	-0.2850449	-0.881115	2.45985	-0.2894921	-0.9340168	2.381618	-0.1903913	0.1400766	2.316206	-0.1327744	-0.5364759	2.368845	-0.07264946	-0.9031936	2.491974	-0.003240763	-0.9581777	2.446129	0	0	0	0	0
129252	668	-0.2902473	0.8512444	2.291369	-0.2370633	0.6682479	2.323677	-0.2516941	0.2856694	2.335136	-0.2546634	0.2092869	2.340689	-0.3967706	0.5651073	2.43794	-0.4363949	0.3829644	2.553017	-0.4312178	0.1583155	2.608412	-0.4395016	0.1493485	2.614532	-0.09831662	0.5363824	2.283696	-0.03685968	0.2689919	2.271718	-0.04676117	-0.01249973	2.214227	-0.056695	-0.1093508	2.191066	-0.3253815	0.1349784	2.365787	-0.3137059	-0.5158779	2.45161	-0.2850941	-0.8813352	2.460144	-0.2906823	-0.9351009	2.384942	-0.189225	0.1400891	2.31588	-0.1326114	-0.5363913	2.368788	-0.07531505	-0.9016986	2.492109	-0.00350414	-0.9577918	2.446516	0	0	0	0	0
129253	700	-0.2900192	0.8513466	2.291197	-0.2370668	0.6682691	2.323536	-0.250901	0.2854824	2.334752	-0.2535428	0.2089913	2.340281	-0.3964	0.5643777	2.436935	-0.4360836	0.381911	2.551524	-0.4308653	0.1573481	2.607069	-0.4391634	0.148431	2.613119	-0.09753782	0.5368654	2.28374	-0.0301025	0.2559568	2.26704	-0.04580305	-0.01222497	2.213156	-0.04727156	-0.1083304	2.186355	-0.3241327	0.1346087	2.365064	-0.3137509	-0.515588	2.451449	-0.28517	-0.8810315	2.459743	-0.2906484	-0.9347386	2.384107	-0.1875374	0.1398055	2.315781	-0.1323519	-0.5350807	2.368234	-0.07561384	-0.9005883	2.491749	-0.003474953	-0.9577021	2.446575	0	0	0	0	0
129254	732	-0.289913	0.8514948	2.291019	-0.2368435	0.6683683	2.323219	-0.2501409	0.2854193	2.334444	-0.2526584	0.2088715	2.340023	-0.3963991	0.5640026	2.436554	-0.4268886	0.3590057	2.519349	-0.4308655	0.1410143	2.593243	-0.4368867	0.1002523	2.605768	-0.09720683	0.5369856	2.283591	-0.02846543	0.2534104	2.265457	-0.04003294	-0.007081959	2.212268	-0.0419412	-0.109408	2.183187	-0.3232148	0.1344584	2.364567	-0.3137025	-0.5157031	2.451311	-0.2851577	-0.8810467	2.459758	-0.2909639	-0.9350834	2.385062	-0.1864471	0.1397007	2.315862	-0.1321777	-0.5352869	2.368253	-0.07541166	-0.9003433	2.491536	-0.003384728	-0.9578218	2.446541	0	0	0	0	0
